author_list_paper_id,author_list_author_id,author_list_affiliation_id
P15-1082,899,
P15-1082,12019,
P15-1083,8139,
P15-1084,0,
P15-1085,5589,
P15-1085,14607,
P15-1086,1250,
P15-1086,9731,
P15-1086,18460,
P15-1087,1157,
P15-1088,4570,
P15-1089,10014,
P15-1089,19642,
P15-1090,10276,
P15-1090,10754,
P15-1091,6027,
P15-1091,6287,
P15-1092,16467,
P15-1093,4446,
P15-1093,11653,
P15-1093,16406,
P15-1094,1194,
P15-1094,9954,
P15-1095,709,
P15-1095,11363,
P15-1096,10458,
P15-1097,12475,
P15-1098,10734,
P15-1098,14554,
P15-1099,4363,
P15-1100,2768,
P15-1100,3110,
P15-1100,18834,
P15-1101,10383,
P15-1101,18985,
P15-1101,20634,
P15-1102,10393,
P15-1102,19635,
P15-1103,0,
P15-1104,10605,
P15-1104,18049,
P15-1105,0,
P15-1106,12862,
P15-1106,18200,
P15-1107,0,
P15-1108,12812,
P15-1108,14752,
P15-1109,19755,
P15-1110,12011,
P15-1110,19077,
P15-1110,19783,
P15-1111,3668,
P15-1111,12937,
P15-1112,7608,
P15-1112,14574,
P15-1113,17280,
P15-1113,19128,
P15-1114,10754,
P15-1114,14550,
P15-1115,8753,
P15-1115,9315,
P15-1116,11228,
P15-1117,2877,
P15-1117,7593,
P15-1117,20514,
P15-1118,3110,
P15-1118,11760,
P15-1119,2810,
P15-1119,10734,
P15-1119,18909,
P15-1119,20002,
P15-1120,7033,
P15-1121,1233,
P15-1122,10373,
P15-1122,19078,
P15-1123,14170,
P15-1124,0,
P15-1125,0,
P15-1126,12176,
P15-1126,17024,
P15-1127,9690,
P15-1127,20358,
P15-1128,2732,
P15-1128,5646,
P15-1128,7016,
P15-1129,1479,
P15-1129,10458,
P15-1130,10765,
P15-1130,18872,
P15-1130,19032,
P15-1131,16418,
P15-1132,7580,
P15-1132,10754,
P15-1132,20719,
P15-1133,0,
P15-1134,1078,
P15-1134,12042,
P15-1135,1692,
P15-1135,7299,
P15-1136,11363,
P15-1137,15409,
P15-1138,0,
P15-1139,1985,
P15-1139,14978,
P15-1140,3334,
P15-1141,2285,
P15-1141,3226,
P15-1141,8273,
P15-1141,17024,
P15-1142,10458,
P15-1143,9263,
P15-1144,4505,
P15-1144,4979,
P15-1144,16730,
P15-1144,18173,
P15-1144,20098,
P15-1145,7526,
P15-1146,1897,
P15-1146,2360,
P15-1146,13108,
P15-1146,18406,
P15-1147,0,
P15-1148,12220,
P15-1149,17324,
P15-1149,18863,
P15-1150,11363,
P15-1150,16763,
P15-1151,8183,
P15-1151,10300,
P15-1151,10720,
P15-1151,10941,
P15-1152,10300,
P15-1152,10941,
P15-1153,6497,
P15-1153,9796,
P15-1154,11466,
P15-1155,4141,
P15-1156,3250,
P15-1156,9876,
P15-1156,9907,
P15-1157,18166,
P15-1158,0,
P15-1159,1985,
P15-1159,3783,
P15-1160,7863,
P15-1160,9271,
P15-1160,13378,
P15-1161,0,
P15-1162,1985,
P15-1163,0,
P15-1164,0,
P15-1165,313,
P15-1165,1808,
P15-1165,8255,
P15-1165,11561,
P15-1166,4305,
P15-1166,7012,
P15-1166,18909,
P15-1166,19551,
P15-1166,20172,
P15-1167,11097,
P15-1168,7608,
P15-1168,14574,
P15-1169,477,
P15-1170,9940,
P15-1170,13489,
P15-1171,12242,
P15-1171,18252,
P15-1172,2933,
P15-1172,10439,
P15-1172,20447,
P15-1173,0,
P15-1174,6263,
P15-2002,0,
P15-2004,1194,
P15-2004,9954,
P15-2005,10383,
P15-2005,20634,
P15-2006,0,
P15-2007,14571,
P15-2007,19965,
P15-2008,0,
P15-2009,5656,
P15-2009,10276,
P15-2009,10754,
P15-2010,2360,
P15-2010,2689,
P15-2010,5631,
P15-2010,18406,
P15-2010,19998,
P15-2011,6021,
P15-2012,1460,
P15-2013,0,
P15-2014,15058,
P15-2015,16563,
P15-2017,7016,
P15-2017,12177,
P15-2017,20826,
P15-2019,508,
P15-2020,3261,
P15-2020,8882,
P15-2020,15070,
P15-2021,4505,
P15-2021,18173,
P15-2023,6975,
P15-2023,12220,
P15-2023,12696,
P15-2023,17233,
P15-2024,11671,
P15-2025,2825,
P15-2027,0,
P15-2029,7578,
P15-2029,19643,
P15-2029,20626,
P15-2030,3338,
P15-2031,12696,
P15-2031,17371,
P15-2032,8991,
P15-2032,15748,
P15-2033,12475,
P15-2033,13023,
P15-2033,16192,
P15-2034,21469,
P15-2035,15320,
P15-2035,21395,
P15-2036,2442,
P15-2036,4505,
P15-2036,15948,
P15-2036,16730,
P15-2038,3261,
P15-2038,8882,
P15-2039,12696,
P15-2039,17592,
P15-2040,15253,
P15-2040,20257,
P15-2041,919,
P15-2041,3261,
P15-2041,19758,
P15-2042,0,
P15-2043,4446,
P15-2043,11653,
P15-2045,311,
P15-2045,16869,
P15-2045,17076,
P15-2046,6057,
P15-2046,9295,
P15-2046,12220,
P15-2046,15086,
P15-2046,19766,
P15-2047,8139,
P15-2047,10391,
P15-2047,10754,
P15-2047,19190,
P15-2047,20654,
P15-2048,20098,
P15-2049,3701,
P15-2049,12949,
P15-2050,3715,
P15-2051,19783,
P15-2051,19960,
P15-2054,0,
P15-2056,6776,
P15-2056,17311,
P15-2056,20521,
P15-2057,10334,
P15-2057,17608,
P15-2059,464,
P15-2059,9872,
P15-2059,15061,
P15-2060,6360,
P15-2061,3715,
P15-2061,5370,
P15-2061,8139,
P15-2061,10368,
P15-2062,4367,
P15-2062,13933,
P15-2062,20202,
P15-2063,7029,
P15-2064,6659,
P15-2066,3830,
P15-2067,2360,
P15-2067,4367,
P15-2067,18406,
P15-2067,19460,
P15-2068,3406,
P15-2069,0,
P15-2071,4221,
P15-2072,6383,
P15-2072,14978,
P15-2072,16730,
P16-1001,0,
P16-1002,10458,
P16-1003,10458,
P16-1004,9873,
P16-1005,8139,
P16-1006,2739,
P16-1006,8139,
P16-1006,9163,
P16-1007,3951,
P16-1007,6308,
P16-1007,11021,
P16-1007,19609,
P16-1008,10300,
P16-1008,10744,
P16-1008,10754,
P16-1008,10941,
P16-1008,18179,
P16-1009,1681,
P16-1009,6635,
P16-1009,16149,
P16-1010,10343,
P16-1010,10720,
P16-1010,19147,
P16-1011,2638,
P16-1011,16286,
P16-1012,1637,
P16-1012,7234,
P16-1013,4505,
P16-1013,4979,
P16-1013,10605,
P16-1013,11135,
P16-1013,18173,
P16-1014,352,
P16-1014,1445,
P16-1014,6467,
P16-1014,12767,
P16-1014,20626,
P16-1015,1808,
P16-1015,11096,
P16-1015,11787,
P16-1015,14198,
P16-1016,3413,
P16-1016,13125,
P16-1017,3300,
P16-1017,3542,
P16-1018,1494,
P16-1018,6566,
P16-1018,11440,
P16-1018,16467,
P16-1019,8750,
P16-1019,15289,
P16-1019,15620,
P16-1020,6920,
P16-1020,18169,
P16-1021,8041,
P16-1021,8247,
P16-1021,12090,
P16-1021,12365,
P16-1021,15256,
P16-1021,16308,
P16-1022,2974,
P16-1022,8234,
P16-1022,10294,
P16-1022,12498,
P16-1022,19764,
P16-1023,16062,
P16-1023,19800,
P16-1024,9346,
P16-1024,18769,
P16-1025,2536,
P16-1025,5054,
P16-1025,6765,
P16-1025,7579,
P16-1025,8139,
P16-1025,16515,
P16-1025,18743,
P16-1026,5655,
P16-1026,7022,
P16-1026,20629,
P16-1027,12370,
P16-1027,14132,
P16-1028,13930,
P16-1028,15305,
P16-1029,7615,
P16-1029,19542,
P16-1030,3133,
P16-1030,14796,
P16-1030,16606,
P16-1031,7011,
P16-1031,7567,
P16-1031,19683,
P16-1031,20632,
P16-1032,3114,
P16-1032,3133,
P16-1032,14796,
P16-1032,20358,
P16-1033,2933,
P16-1033,10439,
P16-1033,10771,
P16-1033,18909,
P16-1033,19551,
P16-1033,20447,
P16-1033,20514,
P16-1034,3484,
P16-1034,9738,
P16-1034,9963,
P16-1034,15357,
P16-1034,19463,
P16-1035,3557,
P16-1035,4141,
P16-1035,12187,
P16-1036,3069,
P16-1036,3819,
P16-1036,16449,
P16-1036,20054,
P16-1037,10533,
P16-1037,10691,
P16-1037,13929,
P16-1038,4063,
P16-1038,9163,
P16-1039,2315,
P16-1039,20534,
P16-1040,5446,
P16-1040,20445,
P16-1040,20514,
P16-1041,985,
P16-1041,7000,
P16-1041,18078,
P16-1041,20036,
P16-1041,20231,
P16-1042,709,
P16-1042,11363,
P16-1042,12840,
P16-1043,15492,
P16-1043,19691,
P16-1044,17573,
P16-1044,19643,
P16-1044,20626,
P16-1044,20950,
P16-1045,7455,
P16-1045,8084,
P16-1045,18216,
P16-1046,2992,
P16-1046,9873,
P16-1047,4925,
P16-1047,10859,
P16-1047,19153,
P16-1048,5039,
P16-1048,5661,
P16-1048,6412,
P16-1048,7561,
P16-1048,19048,
P16-1048,20657,
P16-1049,1141,
P16-1049,2916,
P16-1049,4413,
P16-1049,10445,
P16-1049,19885,
P16-1049,20639,
P16-1049,20654,
P16-1050,4354,
P16-1050,5377,
P16-1051,14942,
P16-1051,19765,
P16-1052,8062,
P16-1052,9412,
P16-1052,11122,
P16-1053,7580,
P16-1053,10647,
P16-1054,2560,
P16-1054,9432,
P16-1054,19607,
P16-1055,2635,
P16-1055,10458,
P16-1056,352,
P16-1056,1445,
P16-1056,2693,
P16-1056,3526,
P16-1056,5690,
P16-1056,6467,
P16-1056,16172,
P16-1057,1765,
P16-1057,6321,
P16-1057,7137,
P16-1057,9427,
P16-1057,10605,
P16-1057,16147,
P16-1057,18902,
P16-1058,15898,
P16-1058,20309,
P16-1059,2646,
P16-1059,6035,
P16-1059,9956,
P16-1059,13962,
P16-1059,15080,
P16-1059,17223,
P16-1060,12381,
P16-1060,17161,
P16-1061,3256,
P16-1061,11363,
P16-1062,3341,
P16-1062,5180,
P16-1062,14645,
P16-1062,20034,
P16-1062,20459,
P16-1063,3197,
P16-1063,10377,
P16-1063,12013,
P16-1063,20696,
P16-1064,1672,
P16-1064,9796,
P16-1064,16334,
P16-1064,19768,
P16-1065,1985,
P16-1065,14978,
P16-1065,19955,
P16-1066,427,
P16-1066,438,
P16-1066,440,
P16-1067,467,
P16-1067,7014,
P16-1067,8152,
P16-1067,19925,
P16-1068,506,
P16-1068,14907,
P16-1068,19984,
P16-1069,1412,
P16-1069,14607,
P16-1070,1549,
P16-1070,5732,
P16-1070,8670,
P16-1070,8774,
P16-1070,9795,
P16-1070,12434,
P16-1070,16893,
P16-1070,18936,
P16-1071,1211,
P16-1071,1673,
P16-1071,17435,
P16-1072,2330,
P16-1072,18922,
P16-1072,20479,
P16-1073,644,
P16-1073,2823,
P16-1073,6776,
P16-1073,17311,
P16-1074,2831,
P16-1074,12949,
P16-1075,2078,
P16-1075,3660,
P16-1075,20446,
P16-1076,3742,
P16-1076,10341,
P16-1076,19755,
P16-1077,4547,
P16-1078,4766,
P16-1078,6920,
P16-1078,18169,
P16-1079,5141,
P16-1079,6092,
P16-1080,2481,
P16-1080,5240,
P16-1080,5981,
P16-1080,14407,
P16-1080,18293,
P16-1081,415,
P16-1081,6130,
P16-1081,18921,
P16-1082,2233,
P16-1082,5596,
P16-1082,6188,
P16-1082,12818,
P16-1082,20700,
P16-1083,5798,
P16-1083,7029,
P16-1083,11597,
P16-1083,16047,
P16-1084,7548,
P16-1084,10533,
P16-1084,11109,
P16-1084,16344,
P16-1084,20081,
P16-1085,7754,
P16-1085,12833,
P16-1085,14153,
P16-1086,1036,
P16-1086,8428,
P16-1086,9122,
P16-1086,15920,
P16-1087,2451,
P16-1087,8652,
P16-1088,8661,
P16-1088,11643,
P16-1089,1876,
P16-1089,8778,
P16-1089,20938,
P16-1090,8844,
P16-1090,10458,
P16-1090,15076,
P16-1091,1110,
P16-1091,8967,
P16-1091,10299,
P16-1092,9204,
P16-1092,16467,
P16-1093,10047,
P16-1093,11002,
P16-1093,17182,
P16-1094,2084,
P16-1094,4282,
P16-1094,5589,
P16-1094,5646,
P16-1094,10332,
P16-1094,16917,
P16-1095,10338,
P16-1095,20377,
P16-1095,20696,
P16-1096,3361,
P16-1096,10521,
P16-1097,10661,
P16-1097,10754,
P16-1097,10945,
P16-1097,17314,
P16-1097,20180,
P16-1098,2881,
P16-1098,7608,
P16-1098,10713,
P16-1098,14574,
P16-1099,7370,
P16-1099,8684,
P16-1099,10735,
P16-1099,11067,
P16-1099,11448,
P16-1099,13533,
P16-1100,11021,
P16-1100,11363,
P16-1101,7455,
P16-1101,11115,
P16-1102,5575,
P16-1102,9164,
P16-1102,11290,
P16-1102,19066,
P16-1102,21378,
P16-1103,4505,
P16-1103,9938,
P16-1103,11674,
P16-1103,15906,
P16-1104,1605,
P16-1104,4113,
P16-1104,8543,
P16-1104,12151,
P16-1104,12692,
P16-1105,1134,
P16-1105,12212,
P16-1106,12851,
P16-1107,10634,
P16-1107,12971,
P16-1108,9295,
P16-1108,13019,
P16-1109,14080,
P16-1109,14841,
P16-1110,1985,
P16-1110,5177,
P16-1110,14354,
P16-1110,16165,
P16-1111,6737,
P16-1111,8393,
P16-1111,11796,
P16-1111,14375,
P16-1112,14907,
P16-1112,19984,
P16-1113,9873,
P16-1113,15306,
P16-1114,8445,
P16-1114,15704,
P16-1114,15774,
P16-1115,8775,
P16-1115,15898,
P16-1115,20309,
P16-1116,2708,
P16-1116,10391,
P16-1116,10533,
P16-1116,10691,
P16-1116,16197,
P16-1116,17261,
P16-1117,8691,
P16-1117,9651,
P16-1117,16361,
P16-1118,13840,
P16-1118,14665,
P16-1118,16426,
P16-1119,3715,
P16-1119,17000,
P16-1120,17280,
P16-1120,17561,
P16-1121,7826,
P16-1121,13378,
P16-1121,17864,
P16-1122,10698,
P16-1122,18874,
P16-1122,20543,
P16-1123,2428,
P16-1123,10777,
P16-1123,18962,
P16-1123,20933,
P16-1124,10533,
P16-1124,10691,
P16-1124,11016,
P16-1124,18873,
P16-1124,18980,
P16-1125,3102,
P16-1125,19006,
P16-1126,963,
P16-1126,3012,
P16-1126,3804,
P16-1126,5986,
P16-1126,7455,
P16-1126,10669,
P16-1126,14920,
P16-1126,15421,
P16-1126,15498,
P16-1126,15779,
P16-1126,15844,
P16-1126,15865,
P16-1126,19402,
P16-1126,20759,
P16-1127,4509,
P16-1127,5693,
P16-1127,19652,
P16-1128,16062,
P16-1128,20087,
P16-1129,18863,
P16-1129,19989,
P16-1129,20419,
P16-1130,12732,
P16-1130,12905,
P16-1130,17281,
P16-1130,18331,
P16-1130,20427,
P16-1131,14557,
P16-1131,20524,
P16-1131,20534,
P16-1132,2877,
P16-1132,3740,
P16-1132,7593,
P16-1132,20514,
P16-1132,20635,
P16-1132,20644,
P16-1133,18863,
P16-1133,19655,
P16-1133,20670,
P16-1134,2423,
P16-1134,13031,
P16-1134,20377,
P16-1134,20696,
P16-1134,20734,
P16-1135,7197,
P16-1135,11821,
P16-1136,10573,
P16-1136,14292,
P16-1136,14607,
P16-1136,18019,
P16-1136,20074,
P16-1137,5968,
P16-1137,10404,
P16-1137,17469,
P16-1137,18176,
P16-1138,10458,
P16-1138,10845,
P16-1138,13811,
P16-1139,1977,
P16-1139,5759,
P16-1139,6534,
P16-1139,11363,
P16-1139,14344,
P16-1139,14806,
P16-1140,7608,
P16-1140,14545,
P16-1140,14574,
P16-1141,6737,
P16-1141,8393,
P16-1141,10198,
P16-1142,1731,
P16-1142,18549,
P16-1143,1082,
P16-1143,1456,
P16-1143,1839,
P16-1143,9907,
P16-1143,11752,
P16-1144,1194,
P16-1144,1519,
P16-1144,1824,
P16-1144,5086,
P16-1144,9515,
P16-1144,9954,
P16-1144,13699,
P16-1144,14073,
P16-1144,14091,
P16-1145,1538,
P16-1145,4927,
P16-1145,6764,
P16-1145,7185,
P16-1145,8307,
P16-1145,8748,
P16-1145,9736,
P16-1145,14273,
P16-1146,3332,
P16-1146,12788,
P16-1147,19231,
P16-1147,20511,
P16-1148,989,
P16-1148,18724,
P16-1149,261,
P16-1149,2223,
P16-1149,5989,
P16-1150,6550,
P16-1150,6625,
P16-1151,5269,
P16-1151,6356,
P16-1152,9467,
P16-1152,10803,
P16-1152,15060,
P16-1152,16778,
P16-1153,2880,
P16-1153,4037,
P16-1153,5646,
P16-1153,6999,
P16-1153,7016,
P16-1153,10344,
P16-1153,13499,
P16-1154,6413,
P16-1154,10300,
P16-1154,10396,
P16-1154,10941,
P16-1155,1598,
P16-1155,15354,
P16-1155,16619,
P16-1156,3516,
P16-1156,4605,
P16-1156,16062,
P16-1157,4505,
P16-1157,4979,
P16-1157,15305,
P16-1157,18297,
P16-1158,1082,
P16-1158,3338,
P16-1158,15070,
P16-1158,18777,
P16-1159,3007,
P16-1159,7012,
P16-1159,7027,
P16-1159,10754,
P16-1159,16310,
P16-1159,17314,
P16-1159,19551,
P16-1160,1445,
P16-1160,3102,
P16-1160,3210,
P16-1161,1818,
P16-1161,5388,
P16-1161,8380,
P16-1161,17559,
P16-1162,1681,
P16-1162,6635,
P16-1162,16149,
P16-1163,2881,
P16-1163,7608,
P16-1163,10713,
P16-1163,14574,
P16-1163,20455,
P16-1164,9143,
P16-1164,13588,
P16-1164,15872,
P16-1165,7401,
P16-1165,8353,
P16-1166,5430,
P16-1166,13634,
P16-1166,14170,
P16-1167,1914,
P16-1167,2878,
P16-1167,3133,
P16-1167,6685,
P16-1167,19107,
P16-1168,12227,
P16-1168,16393,
P16-1169,4044,
P16-1169,7532,
P16-1169,15492,
P16-1169,19691,
P16-1169,19887,
P16-1169,20405,
P16-1170,4107,
P16-1170,7016,
P16-1170,12163,
P16-1170,12177,
P16-1170,12486,
P16-1170,18460,
P16-1171,2638,
P16-1171,4268,
P16-1171,5651,
P16-1171,19948,
P16-1172,4547,
P16-1172,14072,
P16-1173,12697,
P16-1173,15566,
P16-1174,11856,
P16-1174,16186,
P16-1175,4605,
P16-1175,9174,
P16-1175,9215,
P16-1175,14966,
P16-1176,13107,
P16-1176,13456,
P16-1176,14633,
P16-1176,19426,
P16-1177,627,
P16-1177,1985,
P16-1177,3845,
P16-1177,14978,
P16-1178,769,
P16-1178,1508,
P16-1178,11187,
P16-1178,13911,
P16-1179,311,
P16-1179,1208,
P16-1179,16869,
P16-1180,1679,
P16-1180,1743,
P16-1180,11819,
P16-1181,1704,
P16-1181,4902,
P16-1181,9553,
P16-1181,16091,
P16-1182,1769,
P16-1182,2392,
P16-1182,15400,
P16-1182,15507,
P16-1183,1802,
P16-1183,10859,
P16-1184,1918,
P16-1184,2265,
P16-1185,3007,
P16-1185,7012,
P16-1185,7027,
P16-1185,10754,
P16-1185,17314,
P16-1185,19551,
P16-1185,19755,
P16-1186,919,
P16-1186,2934,
P16-1186,6276,
P16-1187,3452,
P16-1187,7769,
P16-1187,14752,
P16-1187,18665,
P16-1188,1493,
P16-1188,4488,
P16-1188,9111,
P16-1189,952,
P16-1189,4819,
P16-1190,545,
P16-1190,5111,
P16-1190,11544,
P16-1191,5240,
P16-1191,6550,
P16-1192,6378,
P16-1192,8273,
P16-1192,9263,
P16-1193,7100,
P16-1193,14295,
P16-1194,7026,
P16-1194,10747,
P16-1194,11048,
P16-1194,19553,
P16-1195,3023,
P16-1195,7946,
P16-1195,9315,
P16-1195,20358,
P16-1196,7635,
P16-1196,8427,
P16-1197,8719,
P16-1197,13943,
P16-1197,20564,
P16-1198,10226,
P16-1198,14794,
P16-1198,14910,
P16-1199,5656,
P16-1199,7022,
P16-1199,10328,
P16-1199,10467,
P16-1199,19480,
P16-1200,10584,
P16-1200,10777,
P16-1200,10945,
P16-1200,16310,
P16-1200,17314,
P16-1201,2967,
P16-1201,7010,
P16-1201,10698,
P16-1201,10729,
P16-1201,20543,
P16-1202,1157,
P16-1202,12186,
P16-1203,9314,
P16-1203,13695,
P16-1204,2360,
P16-1204,13864,
P16-1205,12949,
P16-1205,14008,
P16-1206,7608,
P16-1206,14545,
P16-1206,14574,
P16-1207,3974,
P16-1207,6550,
P16-1207,14925,
P16-1208,15305,
P16-1208,15359,
P16-1209,649,
P16-1209,15542,
P16-1210,1562,
P16-1210,12348,
P16-1210,15732,
P16-1210,16794,
P16-1211,13387,
P16-1211,15771,
P16-1212,5050,
P16-1212,10357,
P16-1212,10728,
P16-1212,14955,
P16-1212,16336,
P16-1212,17330,
P16-1212,18922,
P16-1212,20654,
P16-1213,5252,
P16-1213,16515,
P16-1214,7939,
P16-1214,9183,
P16-1214,17238,
P16-1215,7826,
P16-1215,13378,
P16-1215,17502,
P16-1216,14185,
P16-1216,15431,
P16-1216,18366,
P16-1217,18863,
P16-1217,19009,
P16-1218,2708,
P16-1218,19019,
P16-1219,7580,
P16-1219,19653,
P16-1219,20719,
P16-1220,5057,
P16-1220,7594,
P16-1220,14878,
P16-1220,19734,
P16-1220,20532,
P16-1221,15384,
P16-1221,19893,
P16-1222,7520,
P16-1222,10277,
P16-1222,19876,
P16-1222,20448,
P16-1223,1831,
P16-1223,2840,
P16-1223,11363,
P16-1224,10458,
P16-1224,11363,
P16-1224,19001,
P16-1225,1494,
P16-1225,6566,
P16-1225,10247,
P16-1226,3715,
P16-1226,6092,
P16-1226,16470,
P16-1227,7260,
P16-1227,15060,
P16-1227,15856,
P16-1228,7455,
P16-1228,7532,
P16-1228,10773,
P16-1228,11115,
P16-1228,19691,
P16-1229,2052,
P16-1229,12476,
P16-1230,5739,
P16-1230,12522,
P16-1230,15208,
P16-1230,17202,
P16-1230,18282,
P16-1230,18461,
P16-1230,19258,
P16-1230,20160,
P16-1231,456,
P16-1231,683,
P16-1231,3368,
P16-1231,5614,
P16-1231,14058,
P16-1231,14413,
P16-1231,16192,
P16-1231,19231,
P16-2001,7231,
P16-2001,20928,
P16-2002,8991,
P16-2002,15748,
P16-2002,17133,
P16-2003,829,
P16-2003,1474,
P16-2003,4367,
P16-2004,2863,
P16-2004,2867,
P16-2005,3050,
P16-2005,3289,
P16-2005,3632,
P16-2006,3605,
P16-2006,7578,
P16-2007,3750,
P16-2007,12361,
P16-2008,4497,
P16-2008,8395,
P16-2009,4570,
P16-2009,11872,
P16-2010,727,
P16-2010,4686,
P16-2010,5021,
P16-2011,5054,
P16-2011,7579,
P16-2011,8139,
P16-2011,10734,
P16-2011,14554,
P16-2011,17604,
P16-2012,5141,
P16-2012,6092,
P16-2013,5267,
P16-2013,16902,
P16-2014,5889,
P16-2014,6710,
P16-2014,15964,
P16-2015,6416,
P16-2015,14580,
P16-2015,16351,
P16-2015,19192,
P16-2015,19973,
P16-2015,20644,
P16-2016,6975,
P16-2016,12696,
P16-2017,1368,
P16-2017,5248,
P16-2017,6565,
P16-2017,10181,
P16-2017,16467,
P16-2018,6497,
P16-2018,9419,
P16-2018,10368,
P16-2018,20364,
P16-2019,3025,
P16-2019,10846,
P16-2019,10894,
P16-2019,14401,
P16-2020,6685,
P16-2020,8146,
P16-2020,10273,
P16-2020,10946,
P16-2021,7920,
P16-2021,12011,
P16-2021,19077,
P16-2022,8234,
P16-2022,10294,
P16-2022,11921,
P16-2022,12498,
P16-2022,19764,
P16-2022,19876,
P16-2022,20443,
P16-2023,13438,
P16-2023,18448,
P16-2023,21401,
P16-2024,2360,
P16-2024,13864,
P16-2025,4367,
P16-2025,13933,
P16-2026,3452,
P16-2026,7769,
P16-2026,14752,
P16-2026,18665,
P16-2026,20752,
P16-2027,1945,
P16-2027,4533,
P16-2027,5861,
P16-2027,14848,
P16-2027,17130,
P16-2027,18145,
P16-2028,949,
P16-2028,16017,
P16-2028,16550,
P16-2029,9100,
P16-2029,18484,
P16-2030,2280,
P16-2030,6206,
P16-2030,7323,
P16-2030,9703,
P16-2030,14520,
P16-2030,17418,
P16-2030,18242,
P16-2030,18674,
P16-2031,3261,
P16-2031,8882,
P16-2031,12253,
P16-2031,18769,
P16-2032,10428,
P16-2032,10754,
P16-2032,19201,
P16-2033,2732,
P16-2033,11859,
P16-2033,15030,
P16-2033,17258,
P16-2033,20074,
P16-2034,6816,
P16-2034,10269,
P16-2034,14539,
P16-2034,16347,
P16-2034,17860,
P16-2034,19708,
P16-2034,20655,
P16-2035,1194,
P16-2035,9954,
P16-2035,14090,
P16-2036,18705,
P16-2036,20514,
P16-2037,9771,
P16-2037,18935,
P16-2037,20200,
P16-2037,20489,
P16-2038,6092,
P16-2038,17435,
P16-2039,12436,
P16-2039,13077,
P16-2039,17964,
P16-2040,1679,
P16-2040,6033,
P16-2040,11819,
P16-2040,15603,
P16-2041,3715,
P16-2041,10245,
P16-2042,9701,
P16-2042,16007,
P16-2043,6004,
P16-2043,10160,
P16-2043,15057,
P16-2044,3333,
P16-2044,4120,
P16-2044,5223,
P16-2044,12534,
P16-2044,20680,
P16-2045,10343,
P16-2045,10720,
P16-2045,19147,
P16-2046,12811,
P16-2046,13618,
P16-2046,18539,
P16-2046,21382,
P16-2047,1169,
P16-2047,8021,
P16-2047,12862,
P16-2047,18200,
P16-2048,12931,
P16-2048,14022,
P16-2048,19016,
P16-2049,2270,
P16-2049,6928,
P16-2049,16983,
P16-2049,18808,
P16-2050,3591,
P16-2050,7110,
P16-2050,10116,
P16-2050,11242,
P16-2050,21401,
P16-2051,5240,
P16-2051,14407,
P16-2051,18293,
P16-2052,12049,
P16-2052,15361,
P16-2052,19404,
P16-2053,3050,
P16-2053,3289,
P16-2053,3632,
P16-2054,9419,
P16-2054,19822,
P16-2055,1673,
P16-2055,17435,
P16-2056,1082,
P16-2056,2102,
P16-2056,6744,
P16-2057,7454,
P16-2058,3505,
P16-2058,5273,
P16-2059,2483,
P16-2059,4644,
P16-2060,5076,
P16-2060,5891,
P16-2060,7578,
P16-2060,17457,
P16-2061,11019,
P16-2061,18613,
P16-2061,20817,
P16-2062,7516,
P16-2062,18157,
P16-2063,10604,
P16-2063,15305,
P16-2063,16836,
P16-2064,1849,
P16-2064,3338,
P16-2064,10974,
P16-2064,16948,
P16-2064,18759,
P16-2064,20811,
P16-2065,12051,
P16-2065,12764,
P16-2066,12696,
P16-2066,13098,
P16-2066,17371,
P16-2067,6092,
P16-2067,14214,
P16-2067,17435,
P16-2068,7769,
P16-2068,15614,
P16-2068,18665,
P16-2069,558,
P16-2069,6590,
P16-2069,18647,
P16-2070,13180,
P16-2070,19169,
P16-2071,19500,
P16-2072,14942,
P16-2072,19765,
P16-2073,18863,
P16-2073,20214,
P16-2073,20670,
P16-2074,12974,
P16-2074,16007,
P16-2074,18762,
P16-2075,6575,
P16-2075,12655,
P16-2075,12764,
P16-2076,4422,
P16-2076,15492,
P16-2076,19691,
P16-2077,273,
P16-2077,3715,
P16-2077,17000,
P16-2078,4943,
P16-2078,17764,
P16-2079,15492,
P16-2079,19691,
P16-2080,5485,
P16-2080,13495,
P16-2080,16395,
P16-2081,2465,
P16-2081,4800,
P16-2081,15179,
P16-2081,19092,
P16-2082,758,
P16-2082,9580,
P16-2083,15310,
P16-2083,16062,
P16-2084,9346,
P16-2084,18769,
P16-2085,1668,
P16-2085,16686,
P16-2086,4446,
P16-2086,9286,
P16-2086,11653,
P16-2086,20240,
P16-2087,1262,
P16-2087,5871,
P16-2087,12785,
P16-2087,15506,
P16-2088,10680,
P16-2088,12469,
P16-2089,5912,
P16-2089,6782,
P16-2089,8841,
P16-2089,12603,
P16-2090,8535,
P16-2090,16062,
P16-2091,313,
P16-2091,8255,
P16-2091,17441,
P16-2092,17330,
P16-2092,19728,
P16-2093,3371,
P16-2093,10120,
P16-2094,1211,
P16-2094,1673,
P16-2094,8753,
P16-2094,17435,
P16-2095,10827,
P16-2095,10974,
P16-2095,16902,
P16-2096,7454,
P16-2096,16937,
P16-2097,1147,
P16-2097,10630,
P16-2097,10864,
P16-3001,8449,
P16-3001,9210,
P16-3001,9271,
P16-3002,3189,
P16-3002,9651,
P16-3002,12760,
P16-3002,13509,
P16-3003,1478,
P16-3004,877,
P16-3004,9184,
P16-3004,11655,
P16-3004,13088,
