paper_paper_id,title,venue,year
D09-1072,A Simple Unsupervised Learner for POS Disambiguation Rules Given Only a Minimal Lexicon,EMNLP,2009
D09-1073,Tree Kernel-based SVM with Structured Syntactic Knowledge for BTG-based Phrase Reordering,EMNLP,2009
D09-1074,Discriminative Corpus Weight Estimation for Machine Translation,EMNLP,2009
D09-1075,Unsupervised Tokenization for Machine Translation,EMNLP,2009
D09-1076,Synchronous Tree Adjoining Machine Translation,EMNLP,2009
D09-1077,Word Buffering Models for Improved Speech Repair Parsing,EMNLP,2009
D09-1078,Less is More: Significance-Based N-gram Selection for Smaller Better Language Models,EMNLP,2009
D09-1079,Stream-based Randomised Language Models for SMT,EMNLP,2009
D09-1080,Integrating sentence- and word-level error identification for disfluency correction,EMNLP,2009
D09-1081,Estimating Semantic Distance Using Soft Semantic Constraints in Knowledge-Source &#x2013; Corpus Hybrid Models,EMNLP,2009
D09-1082,Recognizing Textual Relatedness with Predicate-Argument Structures,EMNLP,2009
D09-1083,Learning Term-weighting Functions for Similarity Measures,EMNLP,2009
D09-1084,A Relational Model of Semantic Similarity between Words using Automatically Extracted Lexical Pattern Clusters from the Web,EMNLP,2009
D09-1085,Unbounded Dependency Recovery for Parser Evaluation,EMNLP,2009
D09-1086,Parser Adaptation and Projection with Quasi-Synchronous Grammar Features,EMNLP,2009
D09-1087,Self-Training PCFG Grammars with Latent Annotations Across Languages,EMNLP,2009
D09-1088,An Alternative to Head-Driven Approaches for Parsing a (Relatively) Free Word-Order Language,EMNLP,2009
D09-1089,Enhancement of Lexical Concepts Using Cross-lingual Web Mining,EMNLP,2009
D09-1090,Bilingual dictionary generation for low-resourced language pairs,EMNLP,2009
D09-1091,Multilingual Spectral Clustering Using Document Similarity Propagation,EMNLP,2009
D09-1092,Polylingual Topic Models,EMNLP,2009
D09-1093,Using the Web for Language Independent Spellchecking and Autocorrection,EMNLP,2009
D09-1094,Statistical Estimation of Word Acquisition with Application to Readability Prediction,EMNLP,2009
D09-1095,Combining Collocations Lexical and Encyclopedic Knowledge for Metonymy Resolution,EMNLP,2009
D09-1096,Segmenting Email Message Text into Zones,EMNLP,2009
D09-1097,Hypernym Discovery Based on Distributional Similarity and Hierarchical Structures,EMNLP,2009
D09-1098,Web-Scale Distributional Similarity and Entity Set Expansion,EMNLP,2009
D09-1099,Toward Completeness in Concept Extraction and Classification,EMNLP,2009
D09-1100,Reading to Learn: Constructing Features from Semantic Abstracts,EMNLP,2009
D09-1101,Supervised Models for Coreference Resolution,EMNLP,2009
D09-1102,Global Learning of Noun Phrase Anaphoricity in Coreference Resolution via Label Propagation,EMNLP,2009
D09-1103,Employing the Centering Theory in Pronoun Resolution from the Semantic Perspective,EMNLP,2009
D09-1104,Person Cross Document Coreference with Name Perplexity Estimates,EMNLP,2009
D09-1105,Learning Linear Ordering Problems for Better Translation,EMNLP,2009
D09-1106,Weighted Alignment Matrices for Statistical Machine Translation,EMNLP,2009
D09-1107,Sinuhe &#x2013; Statistical Machine Translation using a Globally Trained Conditional Exponential Family Translation Model,EMNLP,2009
D09-1108,Fast Translation Rule Matching for Syntax-based Statistical Machine Translation,EMNLP,2009
D09-1109,Gazpacho and summer rash: lexical relationships from temporal patterns of web search queries,EMNLP,2009
D09-1110,A Compact Forest for Scalable Inference over Entailment and Paraphrase Rules,EMNLP,2009
D09-1111,Discriminative Substring Decoding for Transliteration,EMNLP,2009
D09-1112,Re-Ranking Models Based-on Small Training Data for Spoken Language Understanding,EMNLP,2009
D09-1113,Empirical Exploitation of Click Data for Task Specific Ranking,EMNLP,2009
D09-1114,The Feature Subspace Method for SMT System Combination,EMNLP,2009
D09-1115,Lattice-based System Combination for Statistical Machine Translation,EMNLP,2009
D09-1116,A Joint Language Model With Fine-grain Syntactic Tags,EMNLP,2009
D09-1117,Bidirectional Phrase-based Statistical Machine Translation,EMNLP,2009
D09-1118,Real-time decision detection in multi-party dialogue,EMNLP,2009
D09-1119,On the Role of Lexical Features in Sequence Labeling,EMNLP,2009
D09-1120,Simple Coreference Resolution with Rich Syntactic and Semantic Features,EMNLP,2009
D09-1121,Descriptive and Empirical Approaches to Capturing Underlying Dependencies among Parsing Errors,EMNLP,2009
D09-1122,Large-Scale Verb Entailment Acquisition from the Web,EMNLP,2009
D09-1123,A Syntactified Direct Translation Model with Linear-time Decoding,EMNLP,2009
D09-1124,Cross-lingual Semantic Relatedness Using Encyclopedic Knowledge,EMNLP,2009
D09-1125,Joint Optimization for Machine Translation System Combination,EMNLP,2009
D09-1126,Fully Lexicalising CCGbank with Hat Categories,EMNLP,2009
D09-1127,Bilingually-Constrained (Monolingual) Shift-Reduce Parsing,EMNLP,2009
D09-1128,Accurate Semantic Class Classifier for Coreference Resolution,EMNLP,2009
D09-1129,Real-Word Spelling Correction using Google Web 1T 3-grams,EMNLP,2009
D09-1130,Semi-supervised Speech Act Recognition in Emails and Forums,EMNLP,2009
D09-1131,Using Morphological and Syntactic Structures for Chinese Opinion Analysis,EMNLP,2009
D09-1132,Finding Short Definitions of Terms on Web Pages,EMNLP,2009
D09-1133,Improving Nominal SRL in Chinese Language with Verbal SRL Information and Automatic Predicate Recognition,EMNLP,2009
D09-1134,On the Use of Virtual Evidence in Conditional Random Fields,EMNLP,2009
D09-1135,Refining Grammars for Parsing with Hierarchical Semantic Knowledge,EMNLP,2009
D09-1136,Bayesian Learning of Phrasal Tree-to-String Templates,EMNLP,2009
D09-1137,Human-competitive tagging using automatic keyphrase extraction,EMNLP,2009
D09-1138,Supervised Learning of a Probabilistic Lexicon of Verb Semantic Classes,EMNLP,2009
D09-1139,A Study on the Semantic Relatedness of Query and Document Terms in Information Retrieval,EMNLP,2009
D09-1140,Predicting Subjectivity in Multimodal Conversations,EMNLP,2009
D09-1141,Improved Statistical Machine Translation for Resource-Poor Languages Using Related Resource-Rich Languages,EMNLP,2009
D09-1142,What&rsquo;s in a name? In some languages grammatical gender,EMNLP,2009
D09-1143,Convolution Kernels on Constituent Dependency and Sequential Structures for Relation Extraction,EMNLP,2009
D09-1144,Automatic Acquisition of the <i>Argument-Predicate</i> Relations from a Frame-Annotated Corpus,EMNLP,2009
D09-1145,Detecting Speculations and their Scopes in Scientific Text,EMNLP,2009
D09-1146,Cross-Cultural Analysis of Blogs and Forums with Mixed-Collection Topic Models,EMNLP,2009
D09-1147,Consensus Training for Consensus Decoding in Machine Translation,EMNLP,2009
D09-1148,Using Word-Sense Disambiguation Methods to Classify Web Queries by Intent,EMNLP,2009
D09-1149,Semi-Supervised Learning for Semantic Relation Classification using Stratified Sampling Strategy,EMNLP,2009
D09-1150,Construction of a Blog Emotion Corpus for Chinese Emotional Expression Analysis,EMNLP,2009
D09-1151,A Probabilistic Model for Associative Anaphora Resolution,EMNLP,2009
D09-1152,Quantifier Scope Disambiguation Using Extracted Pragmatic Knowledge: Preliminary Results,EMNLP,2009
D09-1153,Chinese Semantic Role Labeling with Shallow Parsing,EMNLP,2009
D09-1154,Discovery of Term Variation in Japanese Web Search Queries,EMNLP,2009
D09-1155,Towards Domain-Independent Argumentative Zoning: Evidence from Chemistry and Computational Linguistics,EMNLP,2009
D09-1156,Character-level Analysis of Semi-Structured Documents for Set Expansion,EMNLP,2009
D09-1157,Classifying Relations for Biomedical Named Entity Disambiguation,EMNLP,2009
D09-1158,Domain adaptive bootstrapping for named entity recognition,EMNLP,2009
D09-1159,Phrase Dependency Parsing for Opinion Mining,EMNLP,2009
D09-1160,Polynomial to Linear: Efficient Classification with Conjunctive Features,EMNLP,2009
D09-1161,K-Best Combination of Syntactic Parsers,EMNLP,2009
D09-1162,Chinese Novelty Mining,EMNLP,2009
D09-1163,Latent Document Re-Ranking,EMNLP,2009
D10-1001,On Dual Decomposition and Linear Programming Relaxations for Natural Language Processing,EMNLP,2010
D10-1002,Self-Training with Products of Latent Variable Grammars,EMNLP,2010
D10-1003,Utilizing Extra-Sentential Context for Parsing,EMNLP,2010
D10-1004,Turbo Parsers: Dependency Parsing by Approximate Variational Inference,EMNLP,2010
D10-1005,Holistic Sentiment Analysis Across Languages: Multilingual Supervised Latent Dirichlet Allocation,EMNLP,2010
D10-1006,Jointly Modeling Aspects and Opinions with a MaxEnt-LDA Hybrid,EMNLP,2010
D10-1007,Summarizing Contrastive Viewpoints in Opinionated Text,EMNLP,2010
D10-1008,Automatically Producing Plot Unit Representations for Narrative Text,EMNLP,2010
D10-1009,Handling Noisy Queries in Cross Language FAQ Retrieval,EMNLP,2010
D10-1010,Learning the Relative Usefulness of Questions in Community QA,EMNLP,2010
D10-1011,Positional Language Models for Clinical Information Retrieval,EMNLP,2010
D10-1012,Inducing Word Senses to Improve Web Search Result Clustering,EMNLP,2010
D10-1013,Improving Translation via Targeted Paraphrasing,EMNLP,2010
D10-1014,Soft Syntactic Constraints for Hierarchical Phrase-Based Translation Using Latent Syntactic Distributions,EMNLP,2010
D10-1015,A Hybrid Morpheme-Word Representation for Machine Translation of Morphologically Rich Languages,EMNLP,2010
D10-1016,Poetic Statistical Machine Translation: Rhyme and Meter,EMNLP,2010
D10-1017,Efficient Graph-Based Semi-Supervised Learning of Structured Tagging Models,EMNLP,2010
D10-1018,Better Punctuation Prediction with Dynamic Conditional Random Fields,EMNLP,2010
D10-1019,Joint Training and Decoding Using Virtual Nodes for Cascaded Segmentation and Tagging Tasks,EMNLP,2010
D10-1020,Crouching Dirichlet Hidden Markov Model: Unsupervised POS Tagging with Context Local Tag Generation,EMNLP,2010
D10-1021,Improving Gender Classification of Blog Authors,EMNLP,2010
D10-1022,Negative Training Data Can be Harmful to Text Classification,EMNLP,2010
D10-1023,Modeling Organization in Student Essays,EMNLP,2010
D10-1024,Evaluating Models of Latent Document Semantics in the Presence of OCR Errors,EMNLP,2010
D10-1025,Translingual Document Representations from Discriminative Projections,EMNLP,2010
D10-1026,Storing the Web in Memory: Space Efficient Language Models with Constant Time Retrieval,EMNLP,2010
D10-1027,Efficient Incremental Decoding for Tree-to-String Translation,EMNLP,2010
D10-1028,Modeling Perspective Using Adaptor Grammars,EMNLP,2010
D10-1029,Predicting the Semantic Compositionality of Prefix Verbs,EMNLP,2010
D10-1030,Joint Inference for Bilingual Semantic Role Labeling,EMNLP,2010
D10-1031,Automatic Discovery of Manner Relations and its Applications,EMNLP,2010
D10-1032,Tense Sense Disambiguation: A New Syntactic Polysemy Task,EMNLP,2010
D10-1033,Improving Mention Detection Robustness to Noisy Input,EMNLP,2010
D10-1034,Clustering-Based Stratified Seed Sampling for Semi-Supervised Relation Classification,EMNLP,2010
D10-1035,Unsupervised Discovery of Negative Categories in Lexicon Bootstrapping,EMNLP,2010
D10-1036,Automatic Keyphrase Extraction via Topic Decomposition,EMNLP,2010
D10-1037,Incorporating Content Structure into Text Analysis Applications,EMNLP,2010
D10-1038,Exploiting Conversation Structure in Unsupervised Topic Segmentation for Emails,EMNLP,2010
D10-1039,A Semi-Supervised Approach to Improve Classification of Infrequent Discourse Relations Using Feature Vector Extension,EMNLP,2010
D10-1040,A Game-Theoretic Approach to Generating Spatial Descriptions,EMNLP,2010
D10-1041,Facilitating Translation Using Source Language Paraphrase Lattices,EMNLP,2010
D10-1042,Mining Name Translations from Entity Graph Mapping,EMNLP,2010
D10-1043,Non-Isomorphic Forest Pair Translation,EMNLP,2010
D10-1044,Discriminative Instance Weighting for Domain Adaptation in Statistical Machine Translation,EMNLP,2010
D10-1045,NLP on Spoken Documents Without ASR,EMNLP,2010
D10-1046,Fusing Eye Gaze with Speech Recognition Hypotheses to Resolve Exophoric References in Situated Dialogue,EMNLP,2010
D10-1047,Multi-Document Summarization Using A* Search and Discriminative Learning,EMNLP,2010
D10-1048,A Multi-Pass Sieve for Coreference Resolution,EMNLP,2010
D10-1049,A Simple Domain-Independent Probabilistic Approach to Generation,EMNLP,2010
D10-1050,Title Generation with Quasi-Synchronous Grammar,EMNLP,2010
D10-1051,Automatic Analysis of Rhythmic Poetry with Applications to Generation and Translation,EMNLP,2010
D10-1052,Discriminative Word Alignment with a Function Word Reordering Model,EMNLP,2010
D10-1053,Hierarchical Phrase-Based Translation Grammars Extracted from Alignment Posterior Probabilities,EMNLP,2010
D10-1054,Maximum Entropy Based Phrase Reordering for Hierarchical Phrase-Based Translation,EMNLP,2010
D10-1055,Further Meta-Evaluation of Broad-Coverage Surface Realization,EMNLP,2010
D10-1056,Two Decades of Unsupervised POS Induction: How Far Have We Come?,EMNLP,2010
D10-1057,We&rsquo;re Not in Kansas Anymore: Detecting Domain Changes in Streams,EMNLP,2010
D10-1058,A Fast Fertility Hidden Markov Model for Word Alignment Using MCMC,EMNLP,2010
D10-1059,Minimum Error Rate Training by Sampling the Translation Lattice,EMNLP,2010
D10-1060,Statistical Machine Translation with a Factorized Grammar,EMNLP,2010
D10-1061,Discriminative Sample Selection for Statistical Machine Translation,EMNLP,2010
D10-1062,Effects of Empty Categories on Machine Translation,EMNLP,2010
D10-1063,SCFG Decoding Without Binarization,EMNLP,2010
D10-1064,Example-Based Paraphrasing for Improved Phrase-Based Statistical Machine Translation,EMNLP,2010
D10-1065,Combining Unsupervised and Supervised Alignments for MT: An Empirical Study,EMNLP,2010
D10-1066,Top-Down Nearly-Context-Sensitive Parsing,EMNLP,2010
D10-1067,Improved Fully Unsupervised Parsing with Zoomed Learning,EMNLP,2010
D10-1068,Unsupervised Parse Selection for HPSG,EMNLP,2010
D10-1069,Uptraining for Accurate Deterministic Question Parsing,EMNLP,2010
D10-1070,A Unified Framework for Scope Learning via Simplified Shallow Semantic Parsing,EMNLP,2010
D10-1071,A New Approach to Lexical Disambiguation of Arabic Text,EMNLP,2010
D10-1072,What a Parser Can Learn from a Semantic Role Labeler and Vice Versa,EMNLP,2010
D10-1073,Word Sense Induction Disambiguation Using Hierarchical Random Graphs,EMNLP,2010
D10-1074,Towards Conversation Entailment: An Empirical Investigation,EMNLP,2010
D10-1075,The Necessity of Combining Adaptation Methods,EMNLP,2010
D10-1076,Training Continuous Space Language Models: Some Practical Issues,EMNLP,2010
D10-1077,Enhancing Domain Portability of Chinese Segmentation Model Using Chi-Square Statistics and Bootstrapping,EMNLP,2010
D10-1078,Latent-Descriptor Clustering for Unsupervised POS Induction,EMNLP,2010
D10-1079,A Probabilistic Morphological Analyzer for Syriac,EMNLP,2010
D10-1080,Lessons Learned in Part-of-Speech Tagging of Conversational Speech,EMNLP,2010
D10-1081,An Efficient Algorithm for Unsupervised Word Segmentation with Branching Entropy and MDL,EMNLP,2010
D10-1082,A Fast Decoder for Joint Word Segmentation and POS-Tagging Using a Single Discriminative Model,EMNLP,2010
D10-1083,Simple Type-Level Unsupervised POS Tagging,EMNLP,2010
D10-1084,Classifying Dialogue Acts in One-on-One Live Chats,EMNLP,2010
D10-1085,Resolving Event Noun Phrases to Their Verbal Mentions,EMNLP,2010
D10-1086,A Tree Kernel-Based Unified Framework for Chinese Zero Anaphora Resolution,EMNLP,2010
D10-1087,Automatic Comma Insertion for Japanese Text Generation,EMNLP,2010
D10-1088,Using Unknown Word Techniques to Learn Known Words,EMNLP,2010
D10-1089,WikiWars: A New Corpus for Research on Temporal Expressions,EMNLP,2010
D10-1090,PEM: A Paraphrase Evaluation Metric Exploiting Parallel Texts,EMNLP,2010
D10-1091,Assessing Phrase-Based Translation Models with Oracle Decoding,EMNLP,2010
D10-1092,Automatic Evaluation of Translation Quality for Distant Language Pairs,EMNLP,2010
D10-1093,An Approach of Generating Personalized Views from Normalized Electronic Dictionaries : A Practical Experiment on Arabic Language,EMNLP,2010
D10-1094,Generating Confusion Sets for Context-Sensitive Error Correction,EMNLP,2010
D10-1095,Confidence in Structured-Prediction Using Confidence-Weighted Models,EMNLP,2010
D10-1096,Evaluating the Impact of Alternative Dependency Graph Encodings on Solving Event Extraction Tasks,EMNLP,2010
D10-1097,Enhancing Mention Detection Using Projection via Aligned Corpora,EMNLP,2010
D10-1098,Domain Adaptation of Rule-Based Annotators for Named-Entity Recognition Tasks,EMNLP,2010
D10-1099,Collective Cross-Document Relation Extraction Without Labelled Data,EMNLP,2010
D10-1100,Automatic Detection and Classification of Social Events,EMNLP,2010
D10-1101,Extracting Opinion Targets in a Single and Cross-Domain Setting with Conditional Random Fields,EMNLP,2010
D10-1102,Multi-Level Structured Models for Document-Level Sentiment Classification,EMNLP,2010
D10-1103,Cross Language Text Classification by Model Translation and Semi-Supervised Learning,EMNLP,2010
D10-1104,SRL-Based Verb Selection for ESL,EMNLP,2010
D10-1105,Context Comparison of Bursty Events in Web Search and Online Media,EMNLP,2010
D10-1106,Learning First-Order Horn Clauses from Web Text,EMNLP,2010
D10-1107,Constraints Based Taxonomic Relation Classification,EMNLP,2010
D10-1108,A Semi-Supervised Method to Learn and Construct Taxonomies Using the Web,EMNLP,2010
D10-1109,Function-Based Question Classification for General QA,EMNLP,2010
D10-1110,Learning Recurrent Event Queries for Web Search,EMNLP,2010
D10-1111,Staying Informed: Supervised and Semi-Supervised Multi-View Topical Analysis of Ideological Perspective,EMNLP,2010
D10-1112,Word-Based Dialect Identification with Georeferenced Rules,EMNLP,2010
D10-1113,Measuring Distributional Similarity in Context,EMNLP,2010
D10-1114,A Mixture Model with Sharing for Lexical Semantics,EMNLP,2010
D10-1115,Nouns are Vectors Adjectives are Matrices: Representing Adjective-Noun Constructions in Semantic Space,EMNLP,2010
D10-1116,Practical Linguistic Steganography Using Contextual Synonym Substitution and Vertex Colour Coding,EMNLP,2010
D10-1117,Unsupervised Induction of Tree Substitution Grammars for Dependency Parsing,EMNLP,2010
D10-1118,It Depends on the Translation: Unsupervised Dependency Parsing via Word Alignment,EMNLP,2010
D10-1119,Inducing Probabilistic CCG Grammars from Logical Form with Higher-Order Unification,EMNLP,2010
D10-1120,Using Universal Linguistic Knowledge to Guide Grammar Induction,EMNLP,2010
D10-1121,What&rsquo;s with the Attitude? Identifying Sentences with Attitude in Online Discussions,EMNLP,2010
D10-1122,Hashing-Based Approaches to Spelling Correction of Personal Names,EMNLP,2010
D10-1123,Identifying Functional Relations in Web Text,EMNLP,2010
D10-1124,A Latent Variable Model for Geographic Lexical Variation,EMNLP,2010
D10-1125,Dual Decomposition for Parsing with Non-Projective Head Automata,EMNLP,2010
D11-1001,Fast and Robust Joint Models for Biomedical Event Extraction,EMNLP,2011
D11-1002,Predicting Thread Discourse Structure over Technical Web Forums,EMNLP,2011
D11-1003,Exact Decoding of Phrase-Based Translation Models through Lagrangian Relaxation,EMNLP,2011
D11-1004,Optimal Search for Minimum Error Rate Training,EMNLP,2011
D11-1005,Unsupervised Structure Prediction with Non-Parallel Multilingual Guidance,EMNLP,2011
D11-1006,Multi-Source Transfer of Delexicalized Dependency Parsers,EMNLP,2011
D11-1007,SMT Helps Bitext Dependency Parsing,EMNLP,2011
D11-1008,Accurate Parsing with Compact Tree-Substitution Grammars: Double-DOP,EMNLP,2011
D11-1009,A Generate and Rank Approach to Sentence Paraphrasing,EMNLP,2011
D11-1010,Correcting Semantic Collocation Errors with L1-induced Paraphrases,EMNLP,2011
D11-1011,Class Label Enhancement via Related Instances,EMNLP,2011
D11-1012,A Joint Model for Extended Semantic Role Labeling,EMNLP,2011
D11-1013,Domain-Assisted Product Aspect Hierarchy Generation: Towards Hierarchical Organization of Unstructured Consumer Reviews,EMNLP,2011
D11-1014,Semi-Supervised Recursive Autoencoders for Predicting Sentiment Distributions,EMNLP,2011
D11-1015,Unsupervised Discovery of Discourse Relations for Eliminating Intra-sentence Polarity Ambiguities,EMNLP,2011
D11-1016,Compositional Matrix-Space Models for Sentiment Analysis,EMNLP,2011
D11-1017,Training a Parser for Machine Translation Reordering,EMNLP,2011
D11-1018,Inducing Sentence Structure from Parallel Corpora for Reordering,EMNLP,2011
D11-1019,Augmenting String-to-Tree Translation Models with Fuzzy Use of Source-side Syntax,EMNLP,2011
D11-1020,A novel dependency-to-string model for statistical machine translation,EMNLP,2011
D11-1021,Bayesian Checking for Topic Models,EMNLP,2011
D11-1022,Dual Decomposition with Many Overlapping Components,EMNLP,2011
D11-1023,Approximate Scalable Bounded Space Sketch for Large Data NLP,EMNLP,2011
D11-1024,Optimizing Semantic Coherence in Topic Models,EMNLP,2011
D11-1025,A Weakly-supervised Approach to Argumentative Zoning of Scientific Documents,EMNLP,2011
D11-1026,Linear Text Segmentation Using Affinity Propagation,EMNLP,2011
D11-1027,Minimally Supervised Event Causality Identification,EMNLP,2011
D11-1028,A Model of Discourse Predictions in Human Sentence Processing,EMNLP,2011
D11-1029,Simple Effective Decipherment via Combinatorial Optimization,EMNLP,2011
D11-1030,Universal Morphological Analysis using Structured Nearest Neighbor Prediction,EMNLP,2011
D11-1031,Training a Log-Linear Parser with Loss Functions via Softmax-Margin,EMNLP,2011
D11-1032,Large-Scale Cognate Recovery,EMNLP,2011
D11-1033,Domain Adaptation via Pseudo In-Domain Data Selection,EMNLP,2011
D11-1034,Language Models for Machine Translation: Original vs. Translated Texts,EMNLP,2011
D11-1035,Better Evaluation Metrics Lead to Better Machine Translation,EMNLP,2011
D11-1036,Evaluating Dependency Parsing: Robust and Heuristics-Free Cross-Annotation Evaluation,EMNLP,2011
D11-1037,Parser Evaluation over Local and Non-Local Deep Dependencies in a Large Corpus,EMNLP,2011
D11-1038,Learning to Simplify Sentences with Quasi-Synchronous Grammar and Integer Programming,EMNLP,2011
D11-1039,Bootstrapping Semantic Parsers from Conversations,EMNLP,2011
D11-1040,Timeline Generation through Evolutionary Trans-Temporal Summarization,EMNLP,2011
D11-1041,Corpus-Guided Sentence Generation of Natural Images,EMNLP,2011
D11-1042,Corroborating Text Evaluation Results with Heterogeneous Measures,EMNLP,2011
D11-1043,Ranking Human and Machine Summarization Systems,EMNLP,2011
D11-1044,Quasi-Synchronous Phrase Dependency Grammars for Machine Translation,EMNLP,2011
D11-1045,A Word Reordering Model for Improved Machine Translation,EMNLP,2011
D11-1046,Feature-Rich Language-Independent Syntax-Based Alignment for Statistical Machine Translation,EMNLP,2011
D11-1047,Efficient retrieval of tree translation examples for Syntax-Based Machine Translation,EMNLP,2011
D11-1048,A generative model for unsupervised discovery of relations and argument classes from clinical texts,EMNLP,2011
D11-1049,Random Walk Inference and Learning in A Large Scale Knowledge Base,EMNLP,2011
D11-1050,Exploring Supervised LDA Models for Assigning Attributes to Adjective-Noun Phrases,EMNLP,2011
D11-1051,Semantic Topic Models: Combining Word Distributional Statistics and Dictionary Definitions,EMNLP,2011
D11-1052,Cooooooooooooooollllllllllllll!!!!!!!!!!!!!! Using Word Lengthening to Detect Sentiment in Microblogs,EMNLP,2011
D11-1053,Personalized Recommendation of User Comments via Factor Models,EMNLP,2011
D11-1054,Data-Driven Response Generation in Social Media,EMNLP,2011
D11-1055,Predicting a Scientific Community's Response to an Article,EMNLP,2011
D11-1056,Non-parametric Bayesian Segmentation of Japanese Noun Phrases,EMNLP,2011
D11-1057,Discovering Morphological Paradigms from Plain Text Using a Dirichlet Process Mixture Model,EMNLP,2011
D11-1058,Multilayer Sequence Labeling,EMNLP,2011
D11-1059,A Bayesian Mixture Model for PoS Induction Using Multiple Features,EMNLP,2011
D11-1060,Large-Scale Noun Compound Interpretation Using Bootstrapping and the Web as a Corpus,EMNLP,2011
D11-1061,Linguistic Redundancy in Twitter,EMNLP,2011
D11-1062,Divide and Conquer: Crowdsourcing the Creation of Cross-Lingual Textual Entailment Corpora,EMNLP,2011
D11-1063,Literal and Metaphorical Sense Identification through Concrete and Abstract Context,EMNLP,2011
D11-1064,Syntactic Decision Tree LMs: Random Selection or Intelligent Design?,EMNLP,2011
D11-1065,The Imagination of Crowds: Conversational AAC Language Modeling using Crowdsourcing and Large Data Sources,EMNLP,2011
D11-1066,Using Syntactic and Semantic Structural Kernels for Classifying Definition Questions in Jeopardy!,EMNLP,2011
D11-1067,Multiword Expression Identification with Tree Substitution Grammars: A Parsing tour de force with French,EMNLP,2011
D11-1068,Modelling Discourse Relations for Arabic,EMNLP,2011
D11-1069,Classifying Sentences as Speech Acts in Message Board Posts,EMNLP,2011
D11-1070,Learning Local Content Shift Detectors from Document-level Information,EMNLP,2011
D11-1071,Collaborative Ranking: A Case Study on Entity Linking,EMNLP,2011
D11-1072,Robust Disambiguation of Named Entities in Text,EMNLP,2011
D11-1073,A Cascaded Classification Approach to Semantic Head Recognition,EMNLP,2011
D11-1074,Linking Entities to a Knowledge Base with Query Expansion,EMNLP,2011
D11-1075,Unsupervised Information Extraction with Distributional Prior Knowledge,EMNLP,2011
D11-1076,Relation Acquisition using Word Classes and Partial Patterns,EMNLP,2011
D11-1077,Identification of Multi-word Expressions by Combining Multiple Linguistic Information Sources,EMNLP,2011
D11-1078,Analyzing Methods for Improving Precision of Pivot Based Bilingual Dictionaries,EMNLP,2011
D11-1079,Soft Dependency Constraints for Reordering in Hierarchical Phrase-Based Translation,EMNLP,2011
D11-1080,Statistical Machine Translation with Local Language Models,EMNLP,2011
D11-1081,Fast Generation of Translation Forest for Large-Scale SMT Discriminative Training,EMNLP,2011
D11-1082,A Correction Model for Word Alignments,EMNLP,2011
D11-1083,Heuristic Search for Non-Bottom-Up Tree Structure Prediction,EMNLP,2011
D11-1084,Cache-based Document-level Statistical Machine Translation,EMNLP,2011
D11-1085,Minimum Imputed-Risk: Unsupervised Discriminative Training for Machine Translation,EMNLP,2011
D11-1086,Improving Bilingual Projections via Sparse Covariance Matrices,EMNLP,2011
D11-1087,Entire Relaxation Path for Maximum Entropy Problems,EMNLP,2011
D11-1088,A Non-negative Matrix Factorization Based Approach for Active Dual Supervision from Document and Word Labels,EMNLP,2011
D11-1089,Splitting Noun Compounds via Monolingual and Bilingual Paraphrasing: A Study on Japanese Katakana Words,EMNLP,2011
D11-1090,Enhancing Chinese Word Segmentation Using Unlabeled Data,EMNLP,2011
D11-1091,Unsupervised Learning of Selectional Restrictions and Detection of Argument Coercions,EMNLP,2011
D11-1092,Harnessing different knowledge sources to measure semantic relatedness under a uniform model,EMNLP,2011
D11-1093,Refining the Notions of Depth and Density in WordNet-based Semantic Similarity Measures,EMNLP,2011
D11-1094,Latent Vector Weighting for Word Meaning in Context,EMNLP,2011
D11-1095,Hierarchical Verb Clustering Using Graph Factorization,EMNLP,2011
D11-1096,Structured Lexical Similarity via Convolution Kernels on Dependency Trees,EMNLP,2011
D11-1097,Probabilistic models of similarity in syntactic context,EMNLP,2011
D11-1098,Lexical Co-occurrence Statistical Significance and Word Association,EMNLP,2011
D11-1099,Learning the Information Status of Noun Phrases in Spoken Dialogues,EMNLP,2011
D11-1100,Harnessing WordNet Senses for Supervised Sentiment Classification,EMNLP,2011
D11-1101,Learning General Connotation of Words using Graph-based Algorithms,EMNLP,2011
D11-1102,Hypotheses Selection Criteria in a Reranking Framework for Spoken Language Understanding,EMNLP,2011
D11-1103,A Fast Re-scoring Strategy to Capture Long-Distance Dependencies,EMNLP,2011
D11-1104,Efficient Subsampling for Training Complex Language Models,EMNLP,2011
D11-1105,Generating Aspect-oriented Multi-Document Summarization with Event-aspect model,EMNLP,2011
D11-1106,Syntax-Based Grammaticality Improvement using CCG and Guided Search,EMNLP,2011
D11-1107,Generating Subsequent Reference in Shared Visual Scenes: Computation vs Re-Use,EMNLP,2011
D11-1108,Learning Sentential Paraphrases from Bilingual Parallel Corpora for Text-to-Text Generation,EMNLP,2011
D11-1109,Joint Models for Chinese POS Tagging and Dependency Parsing,EMNLP,2011
D11-1110,Relaxed Cross-lingual Projection of Constituent Syntax,EMNLP,2011
D11-1111,Computing Logical Form on Regulatory Texts,EMNLP,2011
D11-1112,Computation of Infix Probabilities for Probabilistic Context-Free Grammars,EMNLP,2011
D11-1113,Parse Correction with Specialized Models for Difficult Attachment Types,EMNLP,2011
D11-1114,Exact Inference for Generative Probabilistic Non-Projective Dependency Parsing,EMNLP,2011
