book_id,title,feedback,total_friend_reviews,avg_friend_rating,mike_rating
348466,Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol),3.9,6,4.1,3.5
350361,Trilby A Bird in My Hat,4.4,4,3.0,3.5
357771,Richard Scarry's Best Little Word Book Ever (Little Golden Book),4.6,12,2.4,3.8
361685,Shelby's Story: A Puppy Tale,4.6,10,4.8,5.0
366058,"Have You Seen My Cat? by Carle, Eric",4.3,8,4.4,4.2
366456,3 BEAUTIFUL STRESS RELIEF ADULT COLORING BOOKS U CHOOSE 1 OR ALL B-034,4.7,10,4.8,5.0
367557,Magic Tree House Incredible Fact Book: Our Favorite Facts about Animals,3.8,11,3.7,3.9
369185,The Berenstain Bears and the Trouble at School,3.9,8,4.3,4.2
370129,Pet Bugs: A Kid's Guide to Catching and Keeping Touchable Insects,4.5,8,4.6,4.0
370746,"NEW LISTINGMigloo's Weekend by Bee, William",4.4,5,4.6,3.9
371341,"Merry Christmas, Peppa! (Peppa Pig 8x8)",4.7,8,3.4,4.1
372336,All Better!,4.5,13,4.7,5.0
373223,Dora and the Unicorn King (Ready-To-Read Dora the Explorer - Level 1),4.2,7,3.2,3.7
373857,"Safari: A Photicular Book by Kainen, Dan; Kaufmann, Carol",4.8,12,3.2,4.0
376862,"Eona by Goodman, Alison",4.4,3,4.5,4.3
382312,"Hockey Animals by Jordan, Christopher",4.3,6,4.4,3.0
382703,Scooby Doo; Look and Find,4.9,6,3.6,3.2
382940,Warriors #1: Into the Wild (Warriors: The Prophecies Begin),4.0,8,4.1,4.0
385585,SHEEP IN A JEEP,4.4,6,4.7,4.0
385966,The Three Bears,4.6,10,5.0,4.7
387860,"Pete the Cat: Rock On, Mom and Dad!",4.4,4,4.4,3.8
388787,Some Babies Are Wild [Wildlife Picture Books],4.2,3,4.2,3.8
390238,Mammal (Eyewitness Books),4.7,5,3.2,3.2
390331,Puppy Dog Pals Puppy Dog Pals Mission: Fun: A Lift-the-Flap Book,4.3,4,4.5,4.0
393465,Hello Red Fox (The World of Eric Carle),4.7,11,5.0,5.0
399810,Animal Numbers,4.0,4,3.6,3.8
402972,A Bear Called Paddington,4.5,7,4.6,4.9
1749,Big Little Spies (A Paws & Claws Mystery) - Mass Market,4.2,5,4.0,3.7
2098,The Hat,4.6,10,4.7,4.5
2525,Who Would Win? Ultimate Bug Rumble,4.7,7,4.9,3.7
4104,I Am Going! (An Elephant and Piggie Book),4.4,1,4.5,3.4
4930,Olivia Counts,4.5,14,3.1,3.9
7255,The Shy Little Kitten (Little Golden Books),3.7,1,4.5,3.8
8552,Splat the Cat: What Was That?,3.9,8,2.5,2.8
11266,The Miraculous Journey of Edward Tulane,4.6,7,4.8,4.5
12025,The Three Bears,4.5,12,4.7,4.5
13988,Wild Robot Protects,4.8,10,4.9,4.5
18382,"Draw 50 Animals: The Step-by-Step Way to Draw Elephants, Tigers, Dog",4.6,7,4.6,4.2
19688,Llama Llama Holiday Drama,4.2,1,4.0,3.2
22094,Esio Trot,4.3,6,3.7,3.4
22592,World of Eric Carle - Animal Tales Sound Storybook Treasury,4.4,11,4.4,3.6
23276,How Animals Care for Their Babies (Books for Young Explorers),4.3,4,4.0,3.5
24272,Opposites,4.0,2,4.3,3.3
27346,Arthur's TV Trouble (An Arthur Adventure),4.6,11,2.0,3.2
27388,The Berenstain Bears and the Messy Room,4.7,8,4.4,4.3
28008,"There's a Bear on My Chair by Collins, Ross",4.9,9,2.0,3.6
29293,The Swiss Family Robinson (Puffin Classics),4.5,15,4.4,4.7
29348,Seekers #3: Smoke Mountain,4.7,13,2.3,4.1
31870,"Does a Kangaroo Have a Mother, Too?",4.4,7,4.9,4.4
33001,Animal Dreams,4.3,11,4.5,4.1
33925,"What the Animals Tell Me: Developin- 9780786862597, Sonya Fitzpatrick",4.8,10,4.9,4.4
35911,"Sunset (Warriors: The New Prophecy, Book 6)",4.7,8,4.9,4.5
36768,Skippyjon Jones Snow What,4.6,12,5.0,4.9
37035,The Napping House,3.8,4,3.7,3.8
37752,A Fly Went by (Beginner Books(R)),4.5,10,4.8,4.9
37882,Survivors #1: The Empty City,4.8,8,4.9,4.2
39443,The Mitten,4.7,8,4.9,4.3
39786,Used Like New: Animal Farm (Deluxe Hardbound Edition) by Orwell-'Ship from USA',4.6,13,2.4,3.9
41492,The Octonauts and The Only Lonely Monster,4.8,11,5.0,5.0
46741,"Little Blue Truck's Halloween: A Halloween Book for Kids by Schertle, Alice",4.1,5,3.8,3.9
49469,Pets Are for Keeps (Animal Inn),4.4,8,4.8,4.2
51987,Biscuits Christmas Storybook Favorites Includes 9 Stories Plus Stickers,4.8,7,4.9,3.8
53403,Splat the Cat,4.8,11,3.2,3.5
59397,Mutant Origin: Michelangelo/Raphael (Teenage Mutant Ninja Turtles) - ACCEPTABLE,3.7,4,3.4,3.2
64847,Who Would Win? Ultimate Jungle Rumble,3.6,13,3.8,4.0
67532,If Animals Celebrated Christmas,4.2,8,3.1,3.0
73989,Kitty Feral and the Case of the Marshmallow Monkey,4.5,9,4.7,4.3
75924,Spot Goes to School,4.3,4,4.8,4.2
77671,Gilbert Goldfish Wants a Pet,4.3,7,4.4,3.5
79202,Everyone Poops (My Body Science),4.3,11,4.6,4.7
80151,National Geographic Readers: Koalas,4.5,9,4.7,4.1
80427,Redwall: 30th Anniversary Edition - Mass Market,3.7,11,3.5,4.1
81104,Kaufman Field Guide To Nature Of The Midwest [Kaufman Field Guides],4.7,11,4.8,4.3
82788,Horse Diaries #1: Elska,4.4,9,4.4,3.7
84773,Animales Nocturnos (Night Animals) (Spanish Edition) by Gianna Marino,4.6,10,4.7,4.2
85818,The One and Only Bob,3.9,8,3.0,3.3
88229,"Horns to Toes - 9780671493196, Sandra Boynton, board book",4.4,5,4.3,3.7
93110,Sophie and Sparkle (Pony Camp Diaries),4.8,8,4.8,4.3
95923,"NEW LISTINGGolden Retrievers by Schuh, Mari C",4.3,4,4.4,3.9
97099,Horse Diaries #1: Elska - 9780375847325,4.7,8,4.9,4.3
99951,Squirreled Away (The Dead Sea Squirrels),4.5,8,2.1,3.1
100273,"Mammals: A Fully Illustrated, Authoritative and Easy-to-Use Guide (A Gold)",4.1,8,4.4,3.2
100674,Pete the Cat and the Bedtime Blues,5.0,5,5.0,4.5
101732,World of Reading: Mother Bruce Bruce's Big Fun Day: Level 1,4.6,11,4.7,4.4
104667,"Inside of a Dog: What Dogs See, Smell, and Know",4.9,7,4.8,5.0
106134,Arthur's Tooth (Arthur Adventure Series),4.1,10,3.0,3.1
108031,The Berenstain Bears and Too Much Vacation- 9780394830148,4.0,5,4.4,3.0
108537,"The Moral Animal: Why We Are, the Way We Are: The New Science of Ev - ACCEPTABLE",4.7,8,4.9,4.6
108760,That's Not My Kitten... (Usborne Touchy-Feely Books),4.6,8,2.3,3.4
112771,All the Awake Animals Are Almost Asleep,4.4,9,4.2,3.6
114069,NEW LISTINGAnimal (Oberon Modern Plays),4.7,12,4.8,4.0
118130,"Click, Clack, Ho! Ho! Ho! (A Click, Clack Book)",4.3,8,3.2,4.1
121203,The Mixed-Up Chameleon by Eric Carle (1984-10-24),4.0,2,4.8,4.2
122620,The Shy Little Kitten; Little Golden Books,4.0,13,4.2,3.2
122775,And Tango Makes Three,4.6,11,4.8,4.3
122825,"Pumpkin Soup: A Picture Book by Cooper, Helen",4.0,5,2.3,3.5
125889,Little Turkey: Finger Puppet Book (Little Finger Puppet Board Books),4.8,6,4.9,4.1
125901,Peppa Goes Swimming; Peppa Pig,4.6,5,4.7,3.9
125923,"Hello, Baby Animals: A Durable High-Contrast Black-and",4.7,6,2.4,3.1
126055,Random Lot of 10 Level 2 Step Into Reading | I Can Read | Learn To Read FOR GIRL,4.8,14,5.0,4.4
129524,Stellaluna,4.5,13,2.5,3.0
130560,"The Quest Begins (Seekers, Book 1)",4.2,10,4.3,4.5
131154,Animal Babies (Nature Club),4.0,5,3.1,2.4
132060,Teeth Tails and Tentacles: An Animal Counting Book,4.5,5,4.3,4.0
134986,Baby Touch and Feel: Baby Dinosaur (Baby Touch & Feel),4.1,4,4.0,3.9
135328,Escape From The Twin Towers (Ranger in Time #11),4.1,11,4.4,3.6
135976,Lot Of 5 Finger Puppet Board Books Lot Random,4.1,5,2.6,2.6
136047,The Berenstain Bears Pirate Adventure,4.6,15,3.8,4.8
136545,Touch and Feel: Puppy,4.4,8,4.4,4.3
139510,Mad Dog (Starlight Animal Rescue) - Mass Market,4.3,9,4.5,3.9
139644,Are You There Little Elephant?,4.1,4,4.1,4.0
141564,The Cat Who Went Into The Closet,4.2,7,3.3,3.9
142574,Home Is Where the Heart Is (1) (Good Dog),4.7,7,3.2,3.7
142957,The Berenstain Bears Learn About Strangers - Staple Bound,3.9,6,4.0,3.2
143451,"Brown Bear, Brown Bear, What Do You See?",4.6,8,4.7,4.1
144495,Stallion in the Storm (Animal Ark Hauntings #1),4.8,7,5.0,4.5
145145,Warriors: The New Prophecy #3: Dawn,4.6,5,4.3,3.8
150883,The Berenstain Bears Blaze a Trail,4.1,6,4.5,4.2
151536,Secrets of Animal Camouflage: A Shine-a-Light Book,4.5,9,4.3,3.5
151588,"Biscuit Goes Camping; My First I Can Read - Capucilli, 9780062236937",4.2,11,4.0,3.4
152269,National Geographic Kids Chapters: Kangaroo to the Rescue!: And More True,4.3,4,2.3,3.0
152942,"Have You Seen My Cat? by Carle, Eric",4.5,11,4.6,4.2
154296,Paw Patrol Phonics Childrens Step Reading Books Beginning Readers Lot 12,4.5,10,4.7,4.1
155527,NEW LISTINGThe Berenstain Bears Play a Good - 9780310712527,4.6,9,4.5,3.5
156634,Super Rabbit Boy vs. Super Rabbit Boss!: A Branches Book (Press Sta),4.2,10,4.4,4.1
157162,Secret Pizza Party,4.1,2,4.3,3.5
159125,Shelby's Story: A Puppy Tale,4.8,5,3.3,3.8
159475,NEW LISTINGMiss Bindergarten Gets Ready for Kinderg,4.5,13,4.7,4.6
159804,The Squeaky Lion (Animal Tales) by unknown,4.7,6,4.4,4.0
162051,How to Draw 101 Animals,4.7,9,4.4,4.7
162799,"Millions of Cats by Gág, Wanda",3.9,6,3.9,3.0
163446,"NEW LISTINGLITTLE CELEBRATIONS, IN THE BACKYARD, SINGLE COPY, FLUENCY, STAGE 3A",4.7,7,4.9,4.5
163538,Creepy Carrots!,4.4,8,2.2,2.5
167762,The Mitten,4.8,7,4.8,4.0
169232,Actual Size,4.2,6,2.9,2.8
169406,The Cat Who Came to Breakfast,5.0,12,5.0,5.0
172635,Animals of the Bible,4.4,6,4.1,3.8
173016,Grumpy Monkey,4.3,3,4.6,3.8
173582,The Bad Guys in The Furball Strikes Back (The Bad Guys #3),4.6,7,4.7,3.7
173641,All I Know About Animal Behavior I Learned in Loehmann's Dressing Room,4.2,7,4.7,3.9
175336,Henry and Mudge and the Funny Lunch Level 2 Reader (Henry and Mudge Ready),4.0,6,5.0,3.7
176696,Literature Classics Build Your Own Lot You Choose The Books For Decor/Library,4.7,8,4.6,4.4
177882,Childcraft Books Complete Your Set Replacement 1981 You Pick Choose Volumes,4.6,5,3.1,3.0
179414,Where the Red Fern Grows - Mass Market,4.2,10,4.3,4.6
179856,Chadwick the Crab,4.8,11,4.9,3.9
185246,Warriors: Dawn of the Clans #6: Path of Stars,4.6,13,4.7,4.3
187930,The Swiss Family Robinson (Puffin Classics),4.0,7,4.3,4.5
189193,Peppa Goes Apple Picking (Peppa Pig),4.7,5,4.7,3.9
190453,Muddle and Match Jungle Animals,4.6,5,4.4,3.4
190873,"How to Talk to Your Cat About Gun Safety: And Abstinence, Drugs, Satanism",4.8,9,4.9,4.6
190919,Don't Let The Pigeon Drive The Bus! - 9780439686174,4.4,4,4.1,3.5
190966,Animal-Speak: The Spiritual & Magical Powers of Creatures Great & Small,4.3,7,4.3,3.6
191590,Spot Goes to School,4.5,9,4.7,3.8
195500,The Story of Diva and Flea,4.2,1,3.8,4.4
202255,Where the Red Fern Grows - Mass Market,4.4,3,4.6,3.7
203562,"Animals at War (Usborne Young Reading: Series Three) by Isabel George, Rob Lloyd",4.4,8,4.5,3.3
203721,What Do People Do All Day?,4.4,9,4.6,4.8
205939,"Rumor Has It; An Animal Magnetism Novel - Jill Shalvis, 9780425255827",4.5,7,4.7,4.4
206362,The Adventures of Miss Petitfour,4.2,10,4.3,3.8
206655,NEW LISTINGFeathers (Learn About: Animal Coverings),4.9,9,4.5,4.0
206878,NEW LISTINGBareMinerals BarePro Performance Wear Powder Foundation 10g / .34oz,4.8,8,4.8,4.6
207456,Hallmark Itty Bittys Jack and the Beanstalk Stuffed Animal & Storybook Set,4.5,9,4.7,4.2
207528,Harry the Dirty Dog Board Book,3.9,12,4.0,3.2
207708,The Poky Little Puppy (A Little Golden Book Classic),4.7,10,4.9,5.0
210457,Nora the Arctic Fox Fairy (the Baby Animal Rescue Faires #7): A Rainbow Magic,4.2,5,2.5,2.8
212716,Saige Paints the Sky (American Girl Today),4.9,11,5.0,5.0
215304,The Original Adventures of Hank the Cowdog,4.4,3,4.1,4.1
217902,Pete the Cat and His Four Groovy Buttons,4.2,9,4.2,3.6
218279,Stallion by Starlight (Magic Tree House (R) Merlin Mission),4.3,6,4.2,4.2
218280,"NEW LISTINGAll About South Carolina Birds by Alsop, Fred",4.4,7,4.4,3.7
220343,Olivia,4.4,4,2.8,2.4
221114,The Pout-Pout Fish,4.2,5,4.2,3.5
221587,Flora and Ulysses: The Illuminated Adventures,4.6,6,4.0,4.0
223666,Wild About Books,4.6,8,4.7,4.1
223995,Everything for a Dog,3.9,3,4.9,3.6
226076,McDuff Comes Home,4.7,6,4.7,4.6
227456,NEW LISTINGLearn To Draw Animals,4.3,10,4.6,4.3
228921,"I Love You, Little Pookie",4.2,2,4.7,3.4
229363,"But Not the Hippopotamus - 0671449044, board book, Sandra Boynton",4.4,8,2.6,3.6
231299,The Cat Who Went Into The Closet,4.5,8,4.4,4.2
232425,Everything You Need to Ace Science in One Big Fat Notebook The C,3.7,7,4.6,2.8
233972,"Seashells, Crabs and Sea Stars: Take-Along Guide [Take Along Guides]",4.9,7,4.9,4.6
234238,Library Book: Are You My Mother?,4.1,4,4.1,3.7
234256,The Ember Stone: A Branches Book (The Last Firehawk #1),4.4,2,4.3,3.6
234560,Wild Winter Creatures! (Wild Kratts) (Step into Reading),4.4,7,4.7,4.5
235505,How It All Vegan!: Irresistible Recipes for an Animal-Free Diet,4.6,10,4.7,4.1
236611,Amazing Animals: Play-A-Sound (Disney Baby Einstein),4.7,10,4.8,4.6
238857,Richard Scarry's Boats (Richard Scarry's Busy World),4.5,12,4.6,3.8
239823,"CatStronauts: Mission Moon; CatStron- 9780316307451, Drew Brockington",3.6,5,3.6,3.4
241104,Dog Heaven,3.9,2,3.2,3.8
241651,Three Little Kittens (Folk Tale Classics),4.6,11,2.6,3.2
241737,Best Birds: Upland and Shore,4.4,4,4.4,3.5
242288,Animal World. 9781407550879,4.5,7,3.7,3.5
242652,Little Puppy: Finger Puppet Book (Little Finger Puppet Board Books),4.6,6,3.1,3.5
244865,"Easy Coloring Books for Senior: Flowers and Animals Coloring Book Easy, Fun",4.6,9,4.7,3.9
247129,"Animals in Art by Blizzard, Gladys S",4.7,8,4.7,4.5
248421,Clovis Crawfish and Paillasse Poule D'eau,4.4,1,4.9,4.1
248857,The Berenstain Bears Meet Santa Bear (Deluxe Edition) (First Time Books(R)) by B,4.4,9,4.8,4.5
250349,What If You Had Animal Feet?,4.3,6,4.2,3.1
250987,THE CAT WHO COULD READ BACKWARDS,4.5,5,4.7,4.4
252878,In the Heart of the Sea: The Tragedy of the Whaleship Essex,4.7,6,3.6,4.1
253224,"A Big Guy Took My Ball!-An Elephant and Pi- 9781423174912, Mo Willems",4.6,11,4.8,4.8
256011,Llama Llama Misses Mama,4.9,5,4.0,4.0
257116,"Go, Stitch, Go! (Step-Into-Reading, Step 2)",4.3,5,4.0,3.7
257652,I Had a Black Dog - Flexibound,4.9,7,5.0,4.8
259178,Gilbert Goldfish Wants a Pet,4.0,5,4.0,4.3
260483,Corduroy,4.2,3,4.5,3.3
260623,"Hello, Baby Animals: A Durable High-Contrast Black-and",3.8,7,4.0,4.0
260650,"NEW LISTINGKitty's Magic: Star the Little Farm Cat by Moonheart, Ella",4.1,9,4.2,3.9
263949,Feed the Animals ~ interactive board book ~ NEW,4.6,9,4.6,4.2
264563,"National Geographic Animal Encyclopedia: 2,500 Animals with Photos, Maps",4.4,12,4.5,3.7
264842,Ice Dogs,4.7,9,4.8,4.3
265215,Race to the South Pole (Ranger in Time #4),4.5,14,4.7,4.2
265450,Arthur's Chicken Pox: An Arthur Adventure (Arthur Adventure Series),3.9,10,4.0,3.6
265662,From Head to Toe Board Book,4.4,2,4.2,3.1
266819,Animal artisans,4.8,9,5.0,4.3
267845,If You Give a Pig a Pancake,4.5,5,4.7,3.9
267992,"City Dog, Country Frog",4.5,9,4.7,4.3
269667,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo,4.6,12,2.2,2.9
270176,The Haunted House (Choose Your Own Adventure - Dragonlarks),3.9,5,4.3,3.0
271106,Spot Goes to the Farm board book,4.3,8,4.2,4.1
271791,The Berenstain Bears and the Missing Honey,4.4,9,4.4,3.8
272286,Animals in Winter (Let's-Read-and-Find-Out Science),4.2,7,3.5,4.0
272705,Birds First Discovery Books,4.3,5,3.2,3.4
275507,"Share Some Kindness, Bring Some Light",4.7,11,4.7,4.7
277122,Mister Seahorse,3.9,8,4.2,4.3
277768,Arthur's First Sleepover: An Arthur Adventure,4.8,5,4.6,4.0
278246,Kira's Animal Rescue (Girl of the Year),4.8,11,5.0,4.4
279672,The Call of the Wild and White Fang (Sterling Unabridged Classics),4.8,13,4.8,5.0
281701,The Berenstain Bears Go to School (First Time Books(R)),3.7,10,3.8,3.9
282466,The Great Ghost Hoax (The Great Pet Heist),4.2,7,4.1,3.7
286617,Your Bedroom Is a Rainforest!: Bring Rainforest Animals Indoors with,4.8,11,3.5,4.6
288132,Corduroy's Christmas - School & Library Binding,4.7,5,4.6,4.0
288617,"WILD BORN [SPIRIT ANIMALS, BOOK",4.6,14,4.9,4.7
293918,"Redwall by Jacques, Brian",4.3,3,3.8,3.4
294719,"I Need a Hug / Necesito Un Abrazo (Bilingual) by Blabey, Aaron",4.4,2,4.4,3.3
295716,Farewell to Shady Glade,4.4,6,4.7,4.1
295912,Dr. Petty's Pain Relief for Dogs: The Complete Medical and Integrative Guide,4.0,5,3.5,3.9
296984,The Berenstain Bears and the Spooky Old Tree (Big Bright & Early Boar),4.5,13,4.7,4.7
297587,Animal Farm and Related Readings,4.4,1,4.1,3.5
298031,Corduroy's Halloween (A Lift-the-Flap Book),4.4,11,4.6,4.3
298644,Pastured Poultry Profits,4.9,11,2.6,3.9
298984,Tippy Lemmey,4.4,8,4.5,4.4
300076,The Berenstain Bears and the Bully,4.4,9,4.7,4.5
300117,"The King of Sting by Peterson, Coyote",4.5,10,4.6,4.2
301461,Thereby Hangs a Tail: A Chet and Bernie Mystery (The Chet and Bernie Myst),4.2,7,4.5,4.1
302996,"NEW LISTINGMiss McTaffetys Cats by Underhill, Liz",4.7,5,4.8,4.3
303206,Amazing Animal Groups Books for Young Explorers,4.6,9,4.8,4.0
307991,Olivia's Opposites,4.8,7,4.8,4.4
309319,Everything for a Dog,4.6,12,4.7,3.7
309804,Marley & Me: Life and Love with the World's Worst Dog,4.9,12,2.1,3.8
311224,Baby Animals (Little Golden Book),4.9,10,5.0,4.9
312176,"I Need a Hug / Necesito Un Abrazo (Bilingual) by Blabey, Aaron",4.6,8,4.7,4.6
314037,Monarch Butterfly,4.9,13,4.7,4.5
314776,My Life as a Book (The My Life series),4.5,5,4.9,4.2
317839,No Roses for Harry!,4.2,4,3.6,4.0
322188,I Spy Animals,3.9,4,3.7,3.9
324522,NEW LISTINGSurvivors #1: The Empty City,4.7,12,4.8,4.6
325306,The Bad Guys in Superbad (The Bad Guys #8),4.6,5,4.6,4.1
329687,Dont Let the Pigeon Drive the Bus,4.8,11,5.0,5.0
332122,Bad Kitty Goes to the Vet; classic black-and,4.7,8,2.6,2.9
332850,"Click, Clack, Ho! Ho! Ho! (A Click, Clack Book)",3.9,7,4.1,3.5
336551,A Dog's Way Home,4.2,11,3.7,4.4
339459,Illustrated Treasury of Classic Animal Tales & Rhymes (Children's Illustrated),4.6,13,4.9,5.0
339509,A Tale of Two Beasts,4.9,9,4.9,4.7
339704,The Call of the Wild,4.9,10,5.0,4.0
339749,Animal Rescue Friends Volume 1 Epic,4.6,7,4.8,4.2
342085,The Berenstain Bears and the Spooky Old Tree,4.4,8,4.4,3.8
346981,The Animal Farm Buttermilk Cookbook: Recipes and Reflections from a Small Vermo,4.0,2,3.9,3.4
347944,"Rescued: What Second-Chance Dogs Teach Us About Living with Purpose, Lovi",4.5,15,4.5,4.3
348355,Random Lot of 10 A to Z & Calendar Mysteries by Ron Roy Scholastic,4.2,5,4.3,3.3
348795,NEW LISTINGThe Case of the Scaredy Cats; An I C,4.9,15,5.0,4.1
349086,Do Cows Meow? (A Lift-the-Flap Book),4.2,1,4.1,3.9
350669,Baby Very First Slide and See Animals,4.3,10,4.3,3.9
353430,Stallion in the Storm (Animal Ark Hauntings #1),4.9,14,5.0,5.0
355558,The Rainbow Fish,3.9,3,4.9,3.7
356096,The Incredible Journey - Mass Market,4.7,7,5.0,3.9
359361,Groundhog Day!,4.3,10,4.4,3.6
359379,God Gave Us Easter,4.6,12,4.8,4.2
360079,Pete the Cat Checks Out the Library,4.8,5,4.7,3.8
361660,If Animals Kissed Good Night,4.3,1,4.3,3.7
362876,199 Zoo Animals,4.2,7,4.4,3.6
363808,"An Elephant & Piggie Biggie! by Willems, Mo",3.9,6,4.1,4.3
364013,The Berenstain Bears: We Love the Library,4.7,9,4.8,4.8
364255,"Bright Baby Touch & Feel Baby Animals; Bright- board book, 9780312498580, Priddy",4.1,13,4.3,4.6
365467,I've Loved You Since Forever Board Book,4.9,8,5.0,4.4
369045,"Little Blue Truck's Springtime: An Easter And - Schertle, 0544938097, board book",4.3,8,4.4,4.6
370235,"Chicken Said, Cluck! (My First I Can Read)",4.6,10,4.7,4.3
371865,Llama Llama Red Pajama,3.9,3,3.1,3.0
374914,There Was an Old Lady Who Swallowed a Fly!,4.5,8,4.7,4.3
376490,PIG THE PUG SIX Book BOXED SET Aaron Blabey Winner Star Elf Fibber NEW SEALED,4.7,15,3.4,4.5
376667,"Skippyjon Jones, Lost in Spice",4.3,3,4.2,3.9
376877,Pete the Cat: Trick or Pete,4.3,7,4.3,3.7
376945,"The Cat Who Went Underground - 9780515101232, Lilian Jackson Braun",4.4,4,4.5,3.6
377694,Wild About Books,4.3,7,4.4,4.2
377907,A Dog's Life,4.5,12,4.6,4.7
379971,"Night-Night, Little Pookie (Pookie Books)",4.5,7,3.4,3.5
381029,The Berenstain Bears and the Spooky Old Tree (Big Bright & Early Boar),3.6,10,4.2,3.2
382092,Urchin and the Heartstone (The Mistmantle Chronicles),4.7,14,5.0,4.7
385332,H Is for Hawk,4.5,9,4.5,4.4
385685,Dick and Jane Fun Wherever We Are,4.6,12,4.8,5.0
387002,Scaredy Squirrel Prepares for Christmas: A Safety Guide for Scaredies,4.4,7,4.6,3.6
387069,Doggies (Boynton on Board),4.7,8,4.7,4.1
390028,National Geographic Readers: Koalas,3.9,4,4.2,3.4
390110,Animal Adventures (Little House Chapter Books),4.9,10,3.0,4.4
391934,"Hello, Yellowstone!",4.6,12,4.9,4.6
392077,Animal Farm,4.3,8,4.4,3.7
395250,Dr. Seuss's Horse Museum,4.3,6,4.4,4.1
401505,"Cleveland Amory's Compleat Cat: Cat Who Came for C- Amory, 1884822282",4.5,8,2.4,3.1
402066,Reptiles and Amphibians of New Zealand (2019),4.7,12,4.8,4.1
490,"The Moral Animal: Why We Are, the Way We Are: The New Science of Evolutio",4.4,7,2.6,2.9
528,The Pout-Pout Fish,4.8,10,4.8,5.0
800,"Chicken Soup for the Soul: The Magic of Cats: 101 Tales of Family, Friend",4.5,12,5.0,4.8
948,Salamandastron: A Novel of Redwall - Mass Market,4.5,10,4.6,4.3
1304,Gamefowl Breeders Manual And Cockers Guide: Chronicles Of Kenny Troiano - V,3.9,3,4.2,3.3
1343,Pokmon Crochet Kit: Kit includes everything you need to make Pikachu and instruc,4.8,12,4.9,4.8
1613,Dream Snow,4.6,9,4.9,4.5
1894,"Dinosaurs to Dodos: An Encyclopedia of Extinct Animals by Lessem, Don",4.5,6,3.2,3.6
2178,The Pout-Pout Fish,4.3,6,4.1,3.8
3332,Dream Animals: A Bedtime Journey,3.9,7,3.7,3.9
3746,Doctor De Soto,4.7,8,3.6,3.9
4009,Open the Barn Door (A Chunky Book(R)),4.5,6,2.3,2.7
4617,The Art of Racing in the Rain: A Novel,4.2,8,4.3,3.7
4853,Because I Had a Teacher,4.4,8,4.5,3.3
5219,"I Love You, Grandma",4.3,11,4.7,5.0
7158,Home Is Where the Heart Is (1) (Good Dog),4.5,11,3.9,4.4
7269,How Rocket Learned to Read,4.7,10,4.9,4.2
8067,National Geographic Kids Chapters: Lucky Leopards: And More True Stories,4.3,6,4.4,3.8
8910,"NEW LISTINGThe Wind in the Willows by Grahame, Kenneth",4.4,9,4.6,3.9
8938,Eloise and Friends,4.8,9,4.8,5.0
9504,Baby Beluga; Raffi Songs to Read - 0517583623,4.3,2,4.2,3.0
10595,The Berenstain Bears and Too Much Vacation,4.0,11,4.1,4.0
10873,Kids Gone Fishin' (The Freshwater Angler),4.3,8,4.5,4.0
10945,Religion Judaism Christianity Books & Bibles Choose from good titles List #2 L-Z,3.9,6,2.8,3.4
11455,The Bad Guys in The Furball Strikes Back (The Bad Guys #3),4.8,10,4.9,4.5
12375,"A Big Guy Took My Ball!-An Elephant and Pi- 9781423174912, Mo Willems",4.1,10,4.1,3.2
13473,Bear Snores On (The Bear Books),4.9,8,5.0,4.4
14039,"NEW LISTINGHorse, Follow Closely: Native American Horsemanship by Pony Boy, Gawani",3.9,11,4.2,3.6
15693,"Animals at War (Usborne Young Reading: Series Three) by Isabel George, Rob Lloyd",4.5,15,4.8,4.8
16125,If You Give a Dog a Donut,4.5,13,4.8,5.0
16860,I Am a Bunny (A Golden Sturdy Book),4.6,5,4.7,3.4
16912,Peterson Field Guide Coloring Books: Birds: A Coloring Book [With Sticker(s)],4.6,9,4.8,4.0
17638,Llama Llama Hoppity-Hop,4.4,2,4.7,3.6
18659,Pete the Cat: Out of This World,4.3,6,2.5,3.0
18667,Arthur's TV Trouble (An Arthur Adventure),4.7,8,2.4,3.7
20558,Animal Books - Lot of 2 Wild Friends & Farm Friends Brand New,4.6,10,4.7,4.3
21289,NEW LISTINGAnimal Senses (Spyglass Books: Life Science),4.4,6,4.4,4.1
21913,Amazing Animal Groups Books for Young Explorers,4.8,11,5.0,4.4
22325,An Otis Christmas,4.5,10,4.7,4.4
22971,Pete the Kitty and the Unicorn's Missing Colors (My First I Can Read),4.4,11,2.3,3.7
23241,My Family and Other Animals,4.7,7,4.7,3.9
23667,Llama Llama Red Pajama,4.7,10,4.9,4.8
23927,Nugly,4.4,9,4.5,4.2
24626,Animal Dreams,4.1,7,4.2,4.2
24900,"1984, Animal Farm (Set of 2 Books) by George, Orwell",4.6,13,4.8,4.5
28320,Animalium Botanicum: Deluxe Two-Book Box Set - LIKE NEW,4.7,13,5.0,4.9
28943,Three Little Kittens (Folk Tale Classics),4.7,11,4.8,4.5
29296,"Rumor Has It; An Animal Magnetism Novel - Jill Shalvis, 9780425255827",4.1,5,3.6,3.4
29321,Charlotte's Web by E. B. White,4.5,10,4.4,4.3
33008,Social Animal,3.7,6,3.7,3.6
34461,Pete the Cat and His Four Groovy Buttons,4.1,8,4.0,3.3
