shop_name,item_num,join_time,shop_id
cAV2mZSBRp02I-TlG ,4711,Dec-04,29923
CAw3g-ygOHF2HWJ,3172,Dec-13,29924
CAwcOOjTx,6023,Jun-12,29925
cAwSHgCQ9IYzc1oAZK,9565,Nov-02,29926
CAwxDQd002xLRI,5466,Aug-12,29927
cAWXXD6Dsri4-cL7,1506,Jan-06,29928
CaxkAxO0ovpJAPr,1141,Aug-04,29929
caxMG5791bL_zB,1623,Aug-23,29930
cAxtC3gdO oEt L,969,Sep-09,29931
CayI6KthDJXT0b1,8159,Dec-20,29932
CAYlyCN7YbOr,1591,Apr-21,29933
CaYosMrd4wdU0t,4266,Nov-04,29934
cAYP2u,5469,Apr-06,29935
caYygfnGGAAc00X,5420,Oct-15,29936
Caz4Be8s,5363,May-04,29937
cAZEd0u8TDPTTz5,503,Feb-20,29938
CaZFLpCcRCn5,4713,Nov-19,29939
CAZk3rkxGNx0y,8578,Jan-03,29940
caZKl6YuCW43E5Yk,2184,Nov-12,29941
cAzn-3EdY6RLA60Sy,2142,Aug-17,29942
caZw3-9 i2j5h,5092,Nov-18,29943
CB BDCcNX7h6Rh,1184,Mar-15,29944
cB Hbr I53UVjk5q,4111,Jan-20,29945
CB pN7j76h9lA,4428,Sep-08,29946
Cb PsV4I,2768,May-09,29947
Cb WfC2u yqi,5117,Aug-01,29948
Cb_bj-bto5C,2567,Jun-06,29949
CB_P_BdAkN2PF,3899,Apr-08,29950
Cb_swaS1fzCyfxUK8p,6290,Nov-00,29951
cB_Ynf93E,9660,Apr-23,29952
cB-3NVa2_Z,6286,Feb-19,29953
cb-ROUPDsSM2qTSF,7699,Dec-15,29954
Cb-sjLGxv8,2371,May-07,29955
Cb0cf6rDn ,5640,Dec-13,29956
Cb1VQnn5hOW7BZk-A,9433,Jan-02,29957
Cb2Ig7OYm,3215,Jul-22,29958
cB2QtSLq8,4095,Jul-15,29959
CB3zuLJ,845,Dec-07,29960
cB4KemTtgpZF2vA,2890,May-19,29961
Cb5rtLb0bD4h4K,8879,Feb-22,29962
cB62jkngRt,5366,May-09,29963
CB6vsRVapy,9017,Mar-16,29964
Cb7eXzqYO1BQ,324,May-15,29965
Cb7LL0G4CVlNenV,8543,Sep-10,29966
cB7WKLk7fZ4lHAmDC,584,Apr-08,29967
Cb8L9mWknvW,1327,Mar-02,29968
CB8roSnjlgvZ,825,May-14,29969
Cb93z7aCqA,1746,Apr-05,29970
CbAai8LiVs,4122,Mar-23,29971
cbafV2BprJNDp,6233,Apr-16,29972
cbaZwE6,1198,Jul-17,29973
Cbbb5QH4w1,1597,Dec-06,29974
cbbJPay6HPZIHyKk5,8002,Feb-09,29975
cBCCLrarraKqfj8Xr,9646,Jan-18,29976
cbd-UcyH2-LaQhRaq,4480,Apr-23,29977
Cbd54J3IqoLKkU_dbD,6362,Dec-04,29978
CBD72ObOitZAoc,9076,Jun-22,29979
cbDVJEfsDuxO,5787,Aug-05,29980
cBeBeoBKDH,5287,Nov-04,29981
CBeBH_Tnltcmp1,9769,Aug-17,29982
cBEgwPv5rxcuVZ,6073,May-10,29983
cbEO 2pf2KAssy73W,6152,Nov-07,29984
cBep1Tum3665cRj,484,Jul-17,29985
cber1J3eO,1066,Jun-16,29986
CBeUdcnpqsx,8255,Nov-00,29987
cbf5hN4,6926,Nov-13,29988
cbf9t5yfYZ45Iq,2623,Aug-12,29989
cbfursx,7193,Feb-19,29990
CBfXZTfHGxumKlgc4l,935,Feb-11,29991
cBG0oP3nvpbw,7517,Aug-18,29992
cBGBnxpNhpmGZAfYZt,2914,Dec-07,29993
CbgQsg6PciAK,5876,Oct-16,29994
CbGQUcb0jq8SR0UpQj,991,Sep-03,29995
CBgR TUB4c7sH7,912,Jan-04,29996
Cbgt_Qs,8789,Dec-19,29997
cBH_cuOCeo8-QY,7705,Feb-05,29998
CbhdyG-iGybG5yhJ4,2332,Dec-07,29999
CBhNZdrwyT-wc,3487,Aug-18,30000
cbHOdutvmJrs0co1,5003,Nov-18,30001
CBI 3 c9wPMvvE2,350,Apr-20,30002
cbidCEU,807,Jan-19,30003
cBIdF I-_VOGe,6064,Jan-21,30004
CBiG7Lt_,9689,Sep-13,30005
cBiU1N6nziT,343,Oct-07,30006
cBIZ9fWyqU9q  ,9114,Aug-17,30007
cBjCapw,1770,Dec-21,30008
cBjuUPeBLJgL,5851,Oct-01,30009
CBKqRu8YhgKSq,7778,Oct-00,30010
CBkSfUqJKHo4oV,4780,Jun-00,30011
cBLp0GY,750,May-17,30012
CbLsaVEE01lFdeuGNj,6716,May-23,30013
cbmj 3OZrrs L,1798,May-01,30014
cbMjD0y,7432,Apr-10,30015
CbMKS6NDk,149,Feb-06,30016
cBNuHQRzgPcu_NJy,2868,Dec-18,30017
CbnuTAO9ElhEH9Iuhe,6410,Nov-06,30018
cBnxCNsp7d VFewN,9179,Dec-23,30019
cBOGwKN14IyG-QzW_,866,Jan-13,30020
CbOs4L8ronVf,7507,Aug-13,30021
CBOviElTCA8y3PJ,2786,Aug-06,30022
cbpwcxi2X L-8 9Trg,4178,Jan-17,30023
CBPWXKge,243,Oct-07,30024
cBQ9bW6,9617,Dec-13,30025
cBqls97L BBnWv,1526,May-02,30026
cBQnqPl,2525,Oct-23,30027
CBqzwvLuVt0ht gs,4355,Jun-22,30028
cBRClyof2eY,369,Aug-08,30029
CbsAvP0ht,4448,Apr-11,30030
cbsCFneLwzKQXp,5158,Jun-13,30031
cbSe0alJFjrUm,3140,Jan-04,30032
CbSHD7H,9247,Apr-20,30033
Cbt_VBczg1Ydl4B4Nz,7972,Jan-12,30034
CBU3gPUciECNN,7974,Aug-16,30035
cBUAc53aaoTVA9KW,9384,Aug-07,30036
cbugj_YjWHBd,1996,Sep-21,30037
CBulOTcMgY,5110,Sep-13,30038
CBUmMm38 ,448,Sep-15,30039
cBUxPBbUCh nmr_,3917,Oct-15,30040
CbvCAUQudcX OD9O,1675,Apr-19,30041
CBW0Tz4Al0BM51Ti,9343,Dec-18,30042
cBWfyQ9yGIrZkP1wp,1209,Sep-20,30043
cBWkR3ZoiBNOO,3656,Oct-06,30044
CBwm4CsW,3915,Apr-08,30045
CBWqZpD7LtBD,8078,Jul-09,30046
cbx cC6cJ7dwM,6250,Nov-01,30047
CBx1F0IMiZiR5MW6Ko,9218,Feb-09,30048
CbXe8 m,244,Apr-06,30049
CbxFG6 ,3323,Feb-14,30050
cby-US65xTB,1489,Feb-17,30051
cBy2ogtr-_j6,9438,Dec-14,30052
cbyGWE4kGH,602,Feb-05,30053
cbystore,8,May-23,30054
cbYX8HgEPNAD,3525,Jan-09,30055
cBzk0VubaH,275,Nov-13,30056
cBzKeUTtku5,2865,May-18,30057
cbZp6a4FOUWd,1137,Dec-09,30058
CbzWPyW4,7263,Sep-00,30059
CbzyNYGlNUvJM_Nt5U,8522,Sep-17,30060
Cc f IiTeP,5722,Nov-00,30061
cC NY87L9oss,5534,Dec-02,30062
cc_bXDqB_mOlYBn,39,Sep-15,30063
Cc_nGDHChFYx2kng,128,May-22,30064
CC_nhLt43oF,8957,Oct-18,30065
Cc-svR3zC,2663,Jul-21,30066
Cc0 r6OHmzk,1007,Mar-20,30067
cc0LDBN,6028,Nov-02,30068
CC0MvU0AG85kI,2436,Jun-04,30069
cc0OGT8Cvv_IlBbC,9683,Aug-18,30070
Cc0W2t2IqfaZAvRN,7859,Sep-18,30071
cc1Ebt- TIt1,7637,Feb-02,30072
Cc3S9Wlvc1gEapRc6,8908,Oct-21,30073
CC45tKDfFVWXgD,1430,Jan-17,30074
cc4LOMv,5795,Jan-09,30075
cC5WuxSI,3604,Dec-10,30076
CC5yN  K,3447,Nov-04,30077
cC5ZL9IHust,2225,Jul-10,30078
Cc6QbbFQvvPPHy5,9338,Jun-22,30079
cc6rd_clkLtmb1w7K,3741,Jul-10,30080
CC702Qs8t_Jp,3378,Dec-20,30081
Cc79ZlWSs05_s,710,Apr-02,30082
cC7HVNyqbp2rt,2781,Jul-03,30083
Cc7OnKzEAlY,9901,Sep-08,30084
Cc8jkkn0z8Ekb,6373,Jul-16,30085
Cc8xPwPF97hpjV6sK,7577,May-05,30086
CCa nDMBK-XV,3052,Oct-19,30087
CcaFB_smr8_Df,7658,Jul-08,30088
cCan7IU,4256,Jun-18,30089
CCAy2FeGf,1695,Jun-10,30090
ccaY8y4PYF09h-Zw,2372,Oct-19,30091
CCb3Xe4bto0XT7w ,9091,Apr-00,30092
ccBHeJo_n,330,Jun-01,30093
CCBhGvDEFBUQ YP9,2072,Oct-03,30094
cCC9v f5Z8ozsAL,5233,Nov-16,30095
CCceZl9Ozevj,5316,Nov-00,30096
cCcp22a75Q6DIWfM,6883,Jun-11,30097
cCCScT-wBTpMvuV6c,3383,Mar-07,30098
cCD_RHCWkHMR,9901,Dec-16,30099
ccD1UGDXSqMX,8087,Sep-05,30100
Ccd3t_qe,761,Apr-13,30101
ccd7ce-04pTHn9zVYe,3065,May-02,30102
CCDd0S1lz ZteI,3995,Aug-17,30103
CcDsm9tq7,9044,Jul-09,30104
ccDtnTj0UA,5372,Aug-07,30105
CcEvdTGFuNFW fizBR,4814,Apr-16,30106
CcEzSZ2i4L1gn C M,9646,Oct-07,30107
ccf CYx,3746,Apr-18,30108
CcFsg8cqGlHd,2340,Oct-16,30109
cCG8mDeU,3975,Feb-00,30110
CcGLRYfu-,1839,Sep-04,30111
ccGrhQET5y,7013,Jul-15,30112
cCgtBqev,1908,Oct-15,30113
CCGVwQQ1F,4619,Dec-01,30114
ccgVXtuK,9354,May-19,30115
CCGVylgvkcT,1099,Feb-03,30116
Ccgy3c,7062,Jun-00,30117
CCH_Hr_bGAE9I,7696,Feb-03,30118
cChDrM4LPC,6787,Oct-22,30119
ccHEKPd,5195,Jul-16,30120
CChlPZa,4545,May-10,30121
CCHouLxGYpIBkE0io3,6008,Jun-18,30122
ccHVQ9LYfIEL,5988,Jul-14,30123
ccIsnLBv lEV2amE,4117,Feb-07,30124
ccitQOxK,3541,Dec-06,30125
cciuUXWQFXMmP,3882,Jun-08,30126
ccjHBiC,8506,Sep-19,30127
CCJw-QcgcIb,3504,Dec-22,30128
CCjxc1S9kfX4m,1080,Nov-12,30129
CcJZZa1 QoO,5905,Mar-22,30130
ccK -tke,1617,Dec-23,30131
CCk3S_e pEJP,4583,Mar-12,30132
CCKGeN_SscGP4XBb,3202,May-05,30133
cCKmrASC0B,4100,Mar-02,30134
Cckvx1,294,May-03,30135
CClmQ8q2SQ5l05X2C,9997,Aug-10,30136
cClQFL5tD,212,Apr-11,30137
cclZX_CpbVLC8tt3U,7298,May-00,30138
CcMurY0n06LG2WHY,4943,Jan-18,30139
cCNaSONhjmEN,2253,Oct-03,30140
Ccndph_faCxkImqduk,1850,Dec-23,30141
cCnM4bIX,5547,Sep-09,30142
cCNRNoRpOS,4994,Oct-20,30143
CCNrzuTE7uOyb,5549,Jul-12,30144
cCNwukW,273,Aug-22,30145
CCogl6icG6fz8wh7wy,53,Jan-12,30146
CCOIAMi5,1625,Nov-09,30147
cCOlcPN7lb4g,371,May-00,30148
cCOnfh03gQ,2844,May-07,30149
cCP_sTWRR e2,7020,Oct-01,30150
cCp4SVQqGpVaHwWg2,7304,Feb-06,30151
ccpawjv5_Y2B ,5010,Aug-04,30152
CCpfeg3a6,7880,May-14,30153
CcPTPIppou GC,1170,Jan-21,30154
CCpwmbsLjX0oLDhojW,7375,Jul-22,30155
CCqEkyU,4610,Jun-17,30156
CCqK6uCrGkf,5183,Apr-21,30157
ccqPd3gPB2,5568,Aug-00,30158
cCr6HOXx CxhaX,3375,May-06,30159
cCrax-urWywq wO0Ql,1137,Aug-20,30160
cCRko8NAQe,1296,Apr-23,30161
cCrSEzU13v6,3332,Jun-11,30162
ccs4rLExCuro34jL,2465,Mar-00,30163
Ccs8Tjmd_oC,4146,Sep-23,30164
ccSnXKV5,4375,Dec-14,30165
CCTMJwRu3hZX5OU,6861,Feb-18,30166
CcTSqo28vQItGzSC,131,Jun-04,30167
CcuBmSt,5019,Dec-02,30168
CCUd5TRADfT7o,7369,Sep-10,30169
ccUL417jYcnwI,2666,Jul-02,30170
ccUpIzxu6Ct,6429,Jun-22,30171
CcuVE9 MP9,2553,Mar-14,30172
CCUYv1V,853,Feb-21,30173
CcvhNisTlgoH,909,May-14,30174
CCVNqvVo1eI50ZdgvO,4517,Aug-08,30175
CCvO7U-Q0iiv37Auq,9114,Feb-22,30176
CcvosIj9nnZK,3210,Jul-01,30177
cCvPlM8a,6916,Sep-07,30178
CCVShgU4y3,8931,Feb-07,30179
CcVUARpj,7636,Oct-15,30180
ccvZZegyl1 8Ra,7795,Feb-15,30181
cCwFzrrVpTH,387,Oct-15,30182
CcWiFewg,2465,Jun-23,30183
CCWM0pq49,9931,Sep-11,30184
CCwMM22uN2,612,Jun-00,30185
CcWX9dIplxh1y5,4609,Sep-15,30186
CCwxtTo6Jpd2H-L,9330,Jan-16,30187
CCxGubPEILK4c,7111,May-10,30188
CCXtIYKhtjFA9f,6920,Jan-15,30189
CcY nO2yM9,7986,Nov-04,30190
cCY-EbGWmLI,1088,Apr-21,30191
CCzFENJaYapJkIkUq,7227,Jun-04,30192
CCZiC1jGviRQFPrl,859,Oct-11,30193
ccZxJ6err,4920,Feb-16,30194
Cd eJnnr4,3358,Mar-03,30195
cd kOgPBk8w0,5553,Jul-19,30196
CD_5rUdPV,1127,Oct-09,30197
CD_nkHoetgW5mWOwD,968,May-20,30198
Cd_U53tEH-l,3451,Nov-17,30199
Cd-ccLU2kBt29,2958,May-05,30200
cD-WANo,4441,Feb-07,30201
Cd0mSnrVjXZ,1215,Oct-19,30202
cd0obYa 5R-PVp1vYA,7365,Jan-04,30203
cd1_sBa,6199,Oct-04,30204
cD12NoR,464,Oct-12,30205
cD1gvO9X0gUuPQu,4304,Jul-17,30206
cd2NsW_z,488,Jun-01,30207
cD2X-WMARF0gG,1630,Mar-02,30208
Cd34nHCwPR,5872,Apr-18,30209
cd3IApsvY4,2040,Jun-05,30210
cd3LT0epN,7905,Sep-12,30211
cD3XkWbWFXu,6506,Sep-17,30212
Cd43DCfwJ9TAfh,8950,Jul-12,30213
CD4DOyUGfaMZ3b,9898,Jan-02,30214
cD4gAcbczI3qsPqds_,3407,Apr-11,30215
cD4XOlo0H4JvbWAF,993,Mar-07,30216
Cd57m6N,3827,Aug-08,30217
cd5DjxpWF9_Yi,3339,Aug-23,30218
cd5dPL4YElDae,9597,Dec-02,30219
Cd5Kcd_Y ,883,Dec-13,30220
cd5OmnaBZArCLK1k,741,Jan-03,30221
cD5QEMW,5009,Nov-04,30222
cD5rOjw9Qc_QXm,1820,Oct-23,30223
cD6TBkDCE335nFod,4188,Jul-14,30224
Cd79H-R yS,3547,Sep-15,30225
Cd7mb51Rm ,8199,Sep-14,30226
cD8PVWv0z0O_Q,1255,Oct-14,30227
Cd8SYgVnIIsr,2804,Sep-22,30228
cd9-odqZ_5l4d,8478,May-13,30229
CD900xC1ZYs,5197,Dec-00,30230
CD9A96ISPz8m,5142,May-12,30231
cD9L3UDE3Nk,7016,May-20,30232
cd9VTM-b-r4u_o,289,Sep-02,30233
CdABzs3rGv3yVHy8cP,9924,Nov-15,30234
CDANzO0ch9zk1,6892,Sep-04,30235
cDaP a2_BDjQZH,3283,Dec-13,30236
CdaP0ke,4277,Jun-10,30237
cDApJ_,2013,Dec-08,30238
CDAxauyinT,188,Dec-09,30239
CDbE8OrB3-SoPtKl,4320,Jul-08,30240
cdBvQxdzBdeU ,7025,Jul-21,30241
CdC4MGyYC2Lvxj8,7602,Nov-03,30242
CDc8wZtrzh_hds L,2513,May-17,30243
cdcdUxgAmBo1V5,6071,Jul-00,30244
CdcqS mHlGExLfxd,9293,Aug-07,30245
CdCtL0qr9E7EK,6941,Aug-11,30246
CdcXMmS,9744,Nov-13,30247
cDczdqUJDxMSG,979,Sep-08,30248
CDdD8q1wlpA592m,1997,Jan-09,30249
CDdEWUKsgoK8UaW,4903,Jan-17,30250
cdDGcpnGgwNo,618,Jun-09,30251
cddJ0oqu,4024,Mar-08,30252
CDdMVovyWDBuU7ALfP,5678,Mar-12,30253
CDeCDSC9zuVvkjPL8D,8752,Jul-14,30254
cDEKQ9GTyRdoWxuoIp,5907,Jun-00,30255
CdEPMcZvNAsbjMvEK0,42,Mar-08,30256
cdewrQt1pWpm0xh5X,1212,Feb-22,30257
cdFajOSQ1Qaaeq ,7888,Sep-00,30258
cdFHY42R m,9819,Nov-07,30259
CDFnz6cOyj,3307,Nov-06,30260
CdFx8ppEtQrlypijm,3347,Dec-07,30261
CDfxlIpLtFw,6104,Jan-08,30262
CdgHYIncfPqnoP,9821,Dec-09,30263
CdGkwrzp9SV,6390,Jan-22,30264
CDgoJrinYgDYnT,9356,Dec-23,30265
cDhgsE0HhLmLr,7299,Mar-04,30266
CDhLtFwgvAg,3656,Mar-17,30267
cDhSZalC96RY1I,6537,May-12,30268
cdhtYvsgP,7067,Aug-01,30269
CDhvp1wiPd32aHpJM,5107,Mar-23,30270
Cdi5 fM9KFe2k,2718,Jun-17,30271
CdIlolyyLP6iQ,8623,Mar-04,30272
CDIn20imMaGkduVC,1615,Oct-10,30273
cdJaRtJVNxUrrTFxf,5433,Jan-00,30274
cdJBLnxg3KmREoaX5,8276,Oct-17,30275
cDjm8d8ZPj,6282,Feb-14,30276
CdJslNcy1I,6596,Jul-16,30277
CdKutN4UMv,2399,Aug-21,30278
cdLa4pDb,8925,Jan-07,30279
cDlsn3WrgpuKg,6987,Nov-04,30280
Cdlyv5Ic,2254,Apr-14,30281
cDMaNMDZzJUF_,7718,Jul-18,30282
CDMYqZQDZNH,2420,Jul-19,30283
cDN0NT0kK,9211,Aug-20,30284
cdocJuonPmaWg2EHMC,4340,Dec-22,30285
cdOQ585JiH qvAQD7i,1196,Feb-14,30286
cdP03LXNUPnA9f,8329,Sep-02,30287
CDP7PfpHDVyux3bRdb,3086,May-04,30288
CDpk7_Sw,8320,Nov-04,30289
cdPLe_EN,4402,Jul-20,30290
cDpm3uLtMZkk,1989,Jul-02,30291
CdPmlsAZlOCBieI5j,8362,Dec-02,30292
CdPpi9 51K,1429,Jan-22,30293
CDpYsdEFzGEt Z,1413,Nov-05,30294
cDQODBLYhznqdziZ,9354,Mar-02,30295
cdqwIqqB_A,5749,May-15,30296
cdQXhd61R66LFot5XD,1576,May-14,30297
cDr26bzHy,2890,Aug-13,30298
Cdr7 QK,1470,May-04,30299
cdreyYHIifiztNhC,3632,Jul-05,30300
cdRIQL28C,8099,Dec-21,30301
cDRXf uZf7yH-Kg-,6534,Nov-13,30302
CdsP7lNJxG9oo,6331,Jul-08,30303
cDsRmJrpyXgKPfz,4851,Sep-04,30304
CDsRUSEeS5r,4973,Apr-15,30305
cDsZ6Rd4_7Cvep,3147,Feb-04,30306
cDTjOcj5,8492,Dec-10,30307
cDTPx4ixY,9930,Apr-00,30308
cDTU6FtBRvxyaSt,9444,Dec-13,30309
cDtYluTe,7574,Apr-11,30310
cDtyMpAjWWGvV3ao,9470,Mar-06,30311
CduF0Ss-Vh4b0A,9060,Feb-07,30312
cduiLlGVovi5fkQ,8542,Oct-07,30313
cDuIUcEwk,82,Jan-07,30314
cDujI8R,1396,Dec-01,30315
cduq1LLplFRqv,6049,Jan-16,30316
cDvcPT26L7,1560,Jan-02,30317
CDVhpdbez,2297,Jul-09,30318
cdvpuvlQNv2kX,5068,Apr-07,30319
CdVtnluCQiMPcMK,2273,Dec-10,30320
cdw8d8v_4uTd9Jq42,1809,Jul-01,30321
Cdw8JBry0XG8W,5154,Jan-12,30322
CdWhWHqQ,2539,Sep-17,30323
cDXAk9_aamFLUUfy7,9737,Jul-21,30324
CDXUEiFNEq4Casba,7402,Oct-11,30325
cDXXhCOIQMAa,1219,Apr-13,30326
cdyc-3r5,4004,Jun-16,30327
CDyElshz-,1004,May-06,30328
CdySonYDLLvr7fQ,2138,Apr-07,30329
cdz1-xzGt,950,Mar-21,30330
CdZd7ahvjL7XZmW_,3084,Jan-08,30331
cdZvDpiADWwCXuleh,4614,Sep-06,30332
CDzzaiib-ZRSjGp,2603,Jan-07,30333
cE 7RBhyk2u7c7,2646,May-07,30334
CE o6CSZ4-,1648,Oct-11,30335
ce_0YsGrVH66ssFvh,1153,May-06,30336
ce_kFufkZSbbk8 wj,5837,Feb-10,30337
ce-fJnTd,2603,Feb-06,30338
cE-UiTioHkRRirBo,6189,Sep-20,30339
CE2b1Dm,4460,Aug-16,30340
CE2MNM8DjHQM,6185,Jul-02,30341
Ce35INdFD1R,5659,Jan-07,30342
Ce3t 2AyqrTJa4,2518,Jan-06,30343
cE44yn-Jr4VFs6,5265,Aug-18,30344
ce4y6VLyAilJKI7,6480,Aug-18,30345
ce4YQoGn Y,5385,Mar-15,30346
Ce50a-a,7426,May-07,30347
cE5PeQ7S,6570,Feb-03,30348
Ce6GEnZ04nw4e9RJ,5071,Jan-19,30349
ce6SvoTwIWqLks,9103,Nov-18,30350
ce749xZhGIlwb9x,9905,Nov-09,30351
CE7bkcf8vVZIHGGS,9112,May-02,30352
Ce7PDAI-XZDC,333,Jun-03,30353
cEA4kKq71g,4658,Jun-11,30354
cEAJu21wCNNAI,151,Oct-02,30355
ceb 4ViGKSg0,2231,Sep-00,30356
cEb8NnX,9890,Jun-11,30357
CEbHBIXPD,1057,Apr-14,30358
CEc4AMweapir,5152,Jul-17,30359
cEc5SHMBrrx6Evy,2466,Sep-02,30360
CeC6Fl9vAzD7g,1531,Jan-06,30361
CeCsgJDIN,9555,Sep-14,30362
CeCV 9WaqQS1eH,8563,Nov-13,30363
cedEKcxqa,9034,May-01,30364
cEdmrgZm,5233,Nov-01,30365
CeDu6oz1nO8IxpN,2812,Mar-07,30366
CEdWKCfE15VBsHpb,6801,Oct-06,30367
Cee7ouHwM5YB Sopr7,6797,Mar-08,30368
CEE7QHs8EsFkiHcN,2279,Jul-07,30369
CEeOrG-B qJkbZD,8862,Mar-10,30370
ceeoWc4Xz7ZJQii,4776,May-13,30371
cEFFlUQNt,7277,Dec-21,30372
ceFG VuyujnC-UC,9324,Dec-20,30373
ceFH0GLgI k-3Zv4O,3008,Aug-18,30374
ceFoxtSm_VlmjGQ,5518,Aug-07,30375
CeFX4BL6dfyh3Jwyim,1895,Mar-10,30376
CegfAn6fgrevBn,8947,Jul-09,30377
CEGhrpd0,3321,May-09,30378
ceGkhB ePTW7vqY4,4980,Jul-13,30379
CEGL1qmHL5J,2228,Oct-04,30380
CegnVJRo8RQ5DE 52S,2635,Mar-23,30381
CEh3t-g2ln2,9791,Jul-13,30382
cEhdwYW7Fd6Ow,8111,Feb-05,30383
CeHhYB,6819,Oct-16,30384
cehOJ-Pq FgF9HDWyC,7059,Jan-01,30385
ceHWs7lMWa5Isy7vJX,5495,Dec-03,30386
cehyrx1sZHXOiKUk,4779,Nov-23,30387
CeISBXQ_AOvy,3579,Mar-05,30388
ceiWoH3NP,2893,Jan-21,30389
cej_gPst09hm_,9311,Feb-04,30390
Cej4B-QGP,2881,Apr-08,30391
CEJCfi6,9255,Oct-14,30392
ceJFkz8IQmM4Z_FN,1872,Jul-18,30393
cejnDS H0,6904,Sep-00,30394
Cek5KPYjwI,39,Sep-14,30395
CEKB4_AI1966Qyit,2184,Apr-03,30396
cekG3LNIqEkhBe,290,Oct-19,30397
CeKxDjxsAZ6QvakW,7851,Dec-21,30398
Cel 9AGzgBsw,3250,Nov-16,30399
ceL-wk6zMiZTIV,2822,May-05,30400
cElQ-DsjmBDB,1443,Sep-14,30401
CeM Dsl8 QZz,8144,Apr-01,30402
cEM_am85doPcmCv,2826,May-13,30403
cemOX_2q_B6ww-A3PE,5600,Jul-01,30404
cEMRi2QiXI-UHheetr,2932,Jul-14,30405
CeN0TvgpT4Jxc,7613,Jun-23,30406
CeNJwfgIFknl_d,7227,Nov-09,30407
Central_PA_Sales,24000,Jan-03,30408
ceo93pJC8-eg-u,7695,Aug-01,30409
cEORvz0SOBUf1dw,1878,Apr-23,30410
CeoxbsgWe,7839,Apr-02,30411
CeOzrX4x-D7hzv46,4978,Aug-15,30412
cEp-GId,3249,Jun-20,30413
CEP2c4Ar,6547,May-12,30414
cEp7Bo wNB_Etn,8506,Feb-00,30415
CePC 3z8Z,4864,Nov-23,30416
cepDh4k,471,Jul-10,30417
cePK9y6ypHYr,4162,May-04,30418
CepmO4eVK-8myW,5962,Jul-09,30419
cepo2wvu8,3950,Feb-10,30420
cePrxdvgBUDAifHF,9948,Sep-10,30421
cEpTON5L5ZpL,4553,Aug-04,30422
CEQ 6x4nE6XFGXdM0,3506,Dec-01,30423
CeQ8QFDtjS_rZElq_,9167,Aug-08,30424
CEQY fziX,2371,Oct-23,30425
CEraEgf8ajhzj5MMB,6572,Nov-08,30426
CErCYnqfm0zCqikhs,9162,Apr-18,30427
cerdu1xf-KgoZbo,2817,Jun-19,30428
Cere6ZrueEt3o,7978,Sep-01,30429
Ceresty Japan,32000,Feb-15,30430
CeRMZdw,5593,Feb-11,30431
CERTNJ3D,2616,Jun-10,30432
ces-k7f9fRj ,3675,Dec-09,30433
CESCYGjtg5R,8927,Aug-17,30434
CeSeWJC,9646,Jan-09,30435
ceSgSBdZ7XZxQS,9829,May-08,30436
cEsqpMx u,2849,Sep-19,30437
cETAfwz,1627,Sep-03,30438
CEtCU68X,7545,May-07,30439
ceTKMTLc6r ,7834,Feb-00,30440
cEtN0fJJrkv,406,Feb-15,30441
CETwPkiILKJbswJg,1345,Oct-17,30442
cETXOLEKCAv,4980,Mar-08,30443
Ceuak4KZ5Mjp-Xfax6,4935,Jun-08,30444
ceumuGU6,3387,Feb-21,30445
CeUv05iK7d2Tn8dpMC,407,Mar-21,30446
CeV Ubev5pp,6829,Sep-12,30447
CeV9hTHxRm,6877,Oct-04,30448
CEVOA819RthXMf,6971,May-00,30449
cEvYx2Tn1,4565,Jan-01,30450
Cew_oyo,1282,Jan-19,30451
cew3ghlG,7221,Dec-21,30452
CEwBX21 ,3028,Jul-09,30453
CEWjQlqaFPYuzOu,6663,Jul-14,30454
CewK9GM,1744,Feb-05,30455
CEwq7e SC3ts5SFLbr,3281,Aug-07,30456
CeWWzIYh,2093,Jan-03,30457
cEWZbd6GZ7hZ0mn,4641,Nov-04,30458
cex4q HvFNqch V,3263,Mar-11,30459
cEXZETIBs0ijOno7,6059,Apr-00,30460
CeY-7295kQ9Tx,5563,Feb-16,30461
CEY0fLk,691,Apr-22,30462
ceY8CSJ1KL4Ry,1928,Feb-03,30463
CeYkEdG,1402,Feb-16,30464
ceyQ-l_1zU4JJO3,4135,Sep-03,30465
cEyQz6Br6SM,7235,Apr-06,30466
ceyyBEPnK,1217,Aug-03,30467
CEzIjFq1ZrZhXL8-,2345,Oct-07,30468
cF elkMvyn7tSNVU,8028,Sep-23,30469
cf g-l1RmUJ,447,Sep-06,30470
cF uD9Rzly,4959,Jul-21,30471
CF vLBuFt8gcS,525,Aug-23,30472
cF_F6FHjZoAV,7600,Oct-22,30473
CF_h1sJP4HN,6595,Jun-16,30474
cF_H2nb5yKC7tM,4048,Apr-21,30475
cF_s92SjAqbOVsMs,4937,Jul-02,30476
Cf_tWxgW,9334,May-18,30477
cF-9cN0H,9349,Aug-09,30478
Cf04 moE3fM,3824,Aug-09,30479
CF0CUI_Za7zpf4yFL9,7567,Nov-13,30480
CF1XgmkEuYcK0GZuA8,952,Dec-19,30481
CF2OvESozC,4177,Apr-22,30482
cF38bPfu2,6809,Jul-01,30483
cf3db0tl51wSG,1328,May-10,30484
CF4b9O9hln3qP,3393,Apr-01,30485
Cf66uOS-8ay0,5777,Sep-11,30486
cF68V5vWxLU,9603,Jan-23,30487
CF6pd84MbbIBNRb0D,4087,Mar-16,30488
