to_userId,from_userId,relation
1665,1114,review
598,84,follow
3734,1990,like
3584,1426,follow
1444,2541,review
1576,2019,like
3734,1650,like
2270,1282,follow
1306,2609,like
2045,186,follow
830,284,review
2460,1410,follow
448,286,like
2159,82,review
1308,226,review
1922,650,review
2316,1255,review
3454,420,review
935,522,follow
1293,1280,review
2925,3541,follow
149,192,like
3067,875,follow
717,3121,like
1169,1181,like
314,3692,follow
2306,726,follow
2315,3670,like
195,913,follow
3688,1093,follow
3583,685,review
1845,2820,review
190,73,like
3355,2537,review
1510,881,like
992,2361,like
2942,543,like
616,571,follow
2249,1908,follow
176,1800,like
3143,458,like
2953,65,follow
2337,158,follow
1778,3291,follow
3202,2984,review
1419,1745,like
3087,2311,follow
3515,682,review
205,3670,follow
1761,1445,like
3734,3169,like
860,3210,like
2891,2393,review
2403,2638,like
645,2090,like
2670,2762,like
3108,94,like
3506,1266,like
3013,2964,like
2363,2754,review
335,466,like
116,1568,review
3229,884,review
1922,1148,like
269,53,like
816,2494,review
722,2667,follow
1936,1493,review
2780,2125,like
2617,259,review
3455,1261,follow
940,3063,follow
3321,3457,like
2960,3523,like
990,1313,review
1218,3739,follow
3193,2526,like
901,2891,like
380,1836,review
2182,850,review
1745,3701,review
3152,363,follow
1084,364,like
1588,165,follow
1748,1667,review
1575,2256,follow
1324,999,like
1011,2864,like
3228,2810,like
3322,414,follow
3694,191,follow
1966,1438,review
2997,1663,review
1661,3329,review
1648,522,follow
282,2962,like
2087,2609,like
552,2054,review
2934,658,follow
404,581,follow
2161,655,like
1951,3188,review
711,1606,like
2025,2577,review
830,495,review
3678,2193,review
2972,1274,like
3,236,review
2961,1276,follow
2072,3579,follow
305,1009,review
514,1601,review
2256,1096,follow
2897,463,follow
686,2386,like
2927,281,review
996,3176,follow
1516,2331,like
1677,343,like
2532,3464,review
3420,2930,review
2244,2632,follow
2089,3196,review
3348,545,like
1826,346,review
545,1844,like
1845,3755,like
1601,2482,follow
1153,1350,follow
2592,898,like
1342,3053,follow
3289,2266,review
1547,1424,follow
1893,81,review
2774,1734,like
1998,258,like
1183,2521,follow
747,49,review
145,2971,review
1475,770,follow
1610,2621,like
2278,749,like
2683,3730,like
1542,3380,like
1603,1433,like
1066,982,follow
1080,1154,follow
2244,3008,review
3657,2776,like
650,2233,review
3508,371,like
1176,3643,like
564,483,follow
1737,3244,follow
2935,1483,follow
3264,2127,follow
564,1373,like
3079,3676,like
836,78,follow
2422,2826,like
1659,728,follow
2624,3581,review
2120,3664,review
906,3024,review
1838,1166,review
2859,1616,review
1292,709,follow
1597,1263,review
1854,3525,like
574,1209,like
782,3376,review
231,2451,like
3615,953,follow
2220,2978,review
3196,2654,review
1374,3238,like
910,2416,follow
1084,2330,review
1839,2493,review
1939,2675,review
1473,901,follow
2801,914,like
3141,2720,review
647,3274,review
689,2250,review
382,3206,follow
2207,3723,review
345,2219,review
3611,2584,review
1083,2665,like
401,2281,review
3479,1582,like
346,746,review
2830,1692,like
3385,1396,follow
2806,3598,review
2905,117,like
1098,865,follow
1275,3110,follow
3082,2230,follow
364,2847,like
2069,2728,review
2714,2485,follow
10,41,review
2940,3460,review
667,60,follow
3073,2379,review
1329,893,like
1963,2749,follow
1463,1138,like
116,1591,review
2264,8,follow
1352,1968,review
2731,3003,review
2067,296,follow
3634,1397,like
1099,1784,like
2572,3568,follow
2411,1383,like
2651,524,follow
2913,139,follow
2539,1635,like
2339,3015,review
318,2687,review
917,2186,review
2340,3238,review
1389,2496,review
2264,2847,review
1948,391,review
991,2317,review
669,460,like
3547,912,review
1067,3032,follow
1008,779,review
2712,1836,review
2694,713,follow
869,2679,review
3007,3715,like
2231,94,follow
1457,442,review
10,1943,follow
453,168,review
89,2975,follow
3369,1249,follow
3163,2581,follow
1642,698,follow
2368,1435,like
1897,352,like
2018,84,follow
2438,847,review
847,1901,follow
1668,1568,follow
3493,2960,like
3574,1289,like
978,2819,like
3243,360,like
3532,1109,like
3545,458,review
1014,1701,follow
3320,2385,follow
3456,1067,follow
1225,3668,review
1388,973,review
406,2085,like
87,2154,review
2781,2160,like
3241,3284,review
2995,743,follow
2942,3386,review
3676,2336,like
684,1744,review
2283,1762,like
2385,56,like
2866,3335,like
1566,2595,follow
2872,2119,follow
3107,3268,like
3286,3066,follow
827,1347,follow
3336,3049,follow
436,2854,follow
1810,3335,review
3014,2311,like
1254,2515,review
1647,2259,review
1936,3074,review
3352,688,review
1125,374,review
3491,2369,like
1726,1021,like
1943,2263,like
2005,1427,review
525,1139,review
2365,3663,like
706,3746,like
387,1338,follow
803,2523,like
2279,826,follow
2063,2702,review
433,3721,like
1070,246,follow
1210,1265,follow
1364,1642,like
511,3287,follow
1089,3612,follow
2987,3145,follow
1841,518,like
3325,470,follow
1276,1105,follow
1508,3523,follow
1725,1480,like
107,2654,like
2886,3747,review
2043,3074,follow
3259,865,like
1724,1664,review
3065,2367,follow
1976,1825,review
2444,2210,follow
1819,3412,like
1971,151,like
111,169,review
517,2173,review
1583,3327,follow
1408,3232,follow
2729,1528,like
3642,820,review
2387,2866,follow
1107,3330,review
3016,1039,follow
2510,1695,like
1808,3668,review
3373,1738,follow
74,3287,like
1440,190,follow
2793,3142,review
894,2520,follow
2940,3117,review
1482,3676,like
2757,3549,like
1347,577,follow
2956,2142,follow
2509,3131,review
3100,2345,like
832,2779,follow
3394,1774,like
1534,3234,follow
3554,2542,follow
3303,2414,like
3632,2082,review
116,1175,like
1089,1047,like
175,3434,like
17,3377,review
3001,1994,review
1238,10,like
235,319,follow
2861,3400,review
1273,3017,review
2587,1637,follow
1935,1669,review
3032,1160,like
300,1793,review
1765,1228,follow
971,3465,review
3622,2705,follow
3310,2328,follow
804,795,like
1867,507,follow
1792,1767,review
157,2628,review
2376,251,review
2320,241,review
3683,730,follow
1355,844,like
2202,3305,like
2992,1121,follow
106,3461,review
2040,3432,like
1710,1122,follow
3499,2919,review
592,647,review
201,349,review
851,113,like
3683,2637,like
2630,920,follow
482,50,review
1245,2030,review
1483,3658,follow
2562,3667,follow
3163,2505,review
754,2379,follow
2141,1817,like
1390,3166,review
3592,713,review
3256,2771,follow
1744,3281,follow
1319,820,like
2309,513,review
1077,209,review
3425,3505,review
977,1910,follow
930,3265,review
1375,29,review
1193,3722,follow
3602,2935,follow
2070,3730,review
3052,3221,follow
3022,2436,follow
3135,1464,follow
3291,1832,review
3016,920,review
3294,3637,like
3467,1855,like
2142,718,review
2325,3069,follow
1524,1179,follow
3405,42,review
1023,2647,review
32,2442,like
1583,1852,like
2193,504,follow
335,2422,like
1777,248,like
3628,358,like
207,3098,review
1751,3192,follow
1490,459,review
1991,3207,follow
1391,3425,review
2487,994,review
1876,3471,like
1507,3380,review
2575,3702,follow
421,792,review
2031,2670,review
3606,2148,like
2103,770,review
563,133,follow
1686,2973,follow
1584,2357,like
2275,3440,review
2243,2934,review
891,301,follow
2901,816,review
1899,3081,review
3403,3699,review
3132,1452,like
280,1509,follow
1463,196,review
575,2842,follow
3659,2985,review
810,425,follow
3302,1354,like
1719,3409,review
232,411,like
1211,695,follow
3271,3037,review
1397,2987,follow
2095,2463,like
1683,1432,like
2560,3053,review
1013,2593,follow
3395,979,review
2422,396,follow
3495,1518,review
2836,267,like
458,2171,follow
1309,120,like
1888,3062,review
3444,1725,like
797,2115,review
2086,1445,like
3218,3374,follow
3388,853,review
3727,1921,review
3049,681,review
3698,2423,like
818,2044,follow
282,1300,follow
147,1609,review
1145,3094,like
209,3331,like
3461,2490,like
2386,922,follow
186,1118,follow
1179,1716,review
3129,835,review
724,663,follow
1161,2049,follow
2289,1272,like
921,17,like
3433,1880,follow
1712,817,review
2728,707,follow
3175,323,review
3358,1357,follow
3585,37,follow
2459,2428,like
1482,89,review
220,1637,follow
1980,2527,like
3057,2030,like
2397,373,review
560,506,review
2823,1180,review
2241,2499,follow
2746,1782,like
3537,2249,follow
2209,2248,review
2637,2008,like
854,73,like
1830,359,follow
1268,3712,review
959,280,like
2451,1916,like
440,2454,like
1301,2297,like
2450,489,review
3739,3583,follow
476,1268,review
931,1732,follow
524,1834,follow
1906,3102,review
1856,1201,follow
3091,1159,like
2830,3412,follow
395,207,review
932,3546,like
2945,608,follow
799,1412,follow
3136,3248,follow
166,2352,follow
2715,2120,follow
3444,390,like
3520,3008,review
680,2340,review
1848,806,review
603,3063,follow
1859,1188,review
1066,2534,review
2225,2881,follow
570,192,review
987,2683,follow
2504,1425,review
3146,794,follow
631,1250,follow
386,1121,follow
2495,170,follow
1911,1195,follow
1226,766,review
586,857,like
1305,3442,like
3733,345,review
1426,223,like
3575,2006,like
633,1620,review
2475,138,follow
2043,1203,like
1018,3409,follow
581,2676,like
2427,1536,like
2095,2726,review
1557,3688,like
901,1647,follow
3731,617,follow
3561,1051,follow
307,749,like
3452,2864,like
2760,1192,like
558,1445,like
2918,3672,review
464,1523,review
3028,1033,review
1159,652,review
3657,1785,like
230,690,follow
1794,3688,follow
1815,2733,review
1060,2586,follow
343,1498,review
3462,591,follow
2573,3461,like
940,2897,like
2388,1994,review
3283,1427,like
3563,2115,review
570,1819,like
3263,550,like
1567,3377,like
2079,1647,follow
3291,1098,follow
504,2866,like
1757,2652,review
2613,478,like
1948,994,follow
2279,1347,like
560,2222,review
266,255,review
45,496,follow
387,996,review
1415,1383,follow
2739,831,follow
2252,3150,follow
3160,1555,like
1340,135,review
811,775,review
2459,2756,follow
1955,3029,like
3281,3410,review
2080,1742,review
2128,1588,like
2731,514,like
2779,2627,follow
1567,1314,follow
1655,2836,follow
2506,1588,like
2239,36,like
2034,3119,like
3448,3422,follow
692,995,like
749,2676,like
3734,425,review
2592,2738,follow
259,77,follow
1246,291,like
894,2779,follow
1364,2085,follow
147,1708,like
566,1345,review
2859,2710,like
1264,1169,like
3414,3203,like
218,2381,like
3596,917,review
816,2485,review
2198,2629,like
3307,1773,like
2087,877,review
1354,396,review
2723,3676,follow
2835,2463,review
2060,3343,follow
3196,667,review
3660,826,follow
1967,98,follow
1704,2768,follow
2920,2523,like
1438,275,follow
3724,1331,review
828,200,review
870,89,review
2999,1392,review
2709,2102,like
3711,2927,follow
2691,1645,like
247,252,review
1225,3368,follow
1537,13,follow
1942,1688,review
2250,1992,follow
1242,1564,review
481,881,like
3328,2829,like
3084,1833,review
2790,1031,review
235,460,like
692,1704,like
200,1041,like
2467,1568,review
2224,3724,follow
2259,2628,like
388,1553,follow
2573,3577,like
1883,3653,follow
1519,815,follow
1917,1624,like
2205,1408,review
995,2225,review
2999,896,review
1896,517,review
256,1676,follow
908,168,like
2667,3481,follow
3442,2371,like
1983,3429,follow
976,2600,review
855,1380,review
1652,1942,like
1551,3006,like
1579,1741,review
2552,3096,like
1168,3151,follow
3406,1675,follow
776,96,like
3116,3601,like
242,2257,follow
2212,2812,like
2292,2057,follow
3482,1747,follow
1158,2593,like
3223,2570,review
87,3683,review
426,2599,follow
1634,2395,follow
3617,1231,like
552,322,like
1255,715,follow
1694,754,review
3437,1658,like
3004,845,follow
2614,3369,like
1612,2874,review
1550,89,review
488,2459,follow
656,1367,review
1702,487,follow
1224,527,review
2487,213,review
3168,3119,follow
3009,2355,review
934,1606,follow
3259,2604,follow
1026,579,review
3432,562,review
1759,1725,like
2253,1863,review
2643,1892,like
2700,2377,review
1875,2999,review
232,3544,follow
2340,616,review
3679,1611,like
3724,118,review
250,3556,review
2347,1277,review
2975,563,review
3180,3312,review
3395,2643,follow
1767,76,like
2409,572,follow
2683,2392,follow
379,3560,review
213,460,like
2217,3101,follow
3733,2001,like
2281,141,review
1245,1131,follow
3112,3054,review
1054,1621,follow
1027,1219,review
1196,15,review
1158,3014,like
3344,245,review
2225,3495,follow
2995,427,review
547,3104,review
1965,1475,like
2397,2522,review
3444,1227,review
2802,1998,like
1908,3257,like
746,701,follow
2449,703,like
1179,1762,review
2642,2044,review
44,3367,review
1397,3056,like
2406,2418,like
3121,1797,like
2622,2301,review
3114,1001,like
1168,2149,review
3509,3690,follow
410,750,follow
1666,3333,like
421,787,like
1025,366,follow
843,1074,follow
2800,1454,follow
231,883,follow
72,3562,review
1057,2363,like
1786,1040,review
2584,2580,review
1808,873,like
573,3352,review
3667,2676,like
1777,1280,review
315,2379,follow
1258,3539,follow
2115,3515,like
964,400,review
1140,3596,follow
3342,1599,review
1653,3243,review
571,1876,like
1233,3108,follow
3091,114,review
1052,3168,follow
1567,303,review
2213,1113,review
1277,2567,follow
2003,368,review
2662,711,like
254,1786,follow
2522,578,like
2020,3242,like
2311,2693,follow
2021,3448,follow
2537,2926,review
3198,158,review
2959,626,like
1529,770,follow
557,1210,review
2492,2312,review
1618,1308,follow
2595,1976,like
2948,2410,review
3370,2568,like
116,2276,like
1895,1302,like
2936,1486,follow
2651,3663,review
533,546,like
1867,3711,review
548,2066,follow
660,875,like
1351,1074,review
3030,421,review
3309,20,follow
2620,1637,review
2570,326,follow
2515,3096,review
2217,21,review
1984,574,review
3076,732,follow
3584,946,follow
2718,3061,review
1296,3224,follow
2274,3320,review
601,2535,follow
3661,3139,review
1189,3360,follow
1027,480,follow
2641,2749,follow
931,2651,review
3091,1857,review
2379,904,like
2694,3316,review
3132,2989,follow
1602,1717,review
2843,482,review
1522,788,review
987,1389,review
3235,30,review
2478,3035,follow
1722,2099,review
610,3486,review
3460,3756,review
2167,855,like
2685,2525,like
70,1065,like
1290,1141,like
1345,3559,like
3332,3035,follow
265,2761,like
2113,2505,follow
3580,3195,review
284,2169,follow
1576,2489,review
1193,355,review
1570,2974,like
3115,605,review
1994,1633,review
2424,519,like
643,3712,review
1002,1714,like
2381,118,review
1778,2411,review
1568,247,follow
1909,1193,review
2257,3607,like
1284,3740,review
1215,3213,review
2762,2604,follow
1515,3530,like
1441,2806,review
2742,867,like
1011,3306,review
961,1097,follow
138,3660,review
3089,2639,follow
2677,2473,review
2926,113,like
2534,2114,review
2955,3197,like
2470,2662,follow
1672,1758,review
3339,1480,follow
3216,2192,follow
608,152,like
1093,2302,review
555,700,like
259,1349,like
3706,3392,follow
2954,1973,like
922,3725,like
2024,821,like
3727,3584,like
2738,1454,follow
681,2747,follow
2238,2949,follow
776,3106,follow
1040,634,review
2926,208,follow
3721,2546,follow
3310,1185,follow
3037,263,review
2492,3125,like
1543,1418,review
1073,1477,like
2167,62,review
183,3012,review
3462,3332,like
2563,2237,like
3348,3302,like
721,3550,follow
3651,1729,like
2848,3,follow
2939,1147,like
385,2317,like
442,2796,follow
717,317,like
1951,3488,like
3344,2594,like
3044,2840,like
2209,2354,review
719,2243,review
1698,2252,review
48,1290,follow
396,3744,follow
19,927,review
1221,1294,review
3456,1293,review
3286,2523,like
1678,3144,review
1664,920,review
289,1225,review
2319,1715,follow
3584,694,follow
1208,1454,follow
3587,2096,like
3329,1509,review
2905,1761,like
1761,2088,follow
1294,1267,like
3250,3025,review
3623,2116,like
890,1447,follow
3132,3292,like
426,1687,like
1007,1586,like
2743,2589,follow
3411,743,review
2273,3431,follow
570,1616,like
1762,2661,follow
3697,56,follow
2979,2552,follow
469,276,review
932,3248,review
668,300,review
565,3230,like
1167,394,like
2269,958,like
511,2991,follow
1792,585,follow
199,991,review
2965,1406,review
571,2022,follow
156,1984,like
1266,3729,follow
2063,736,like
2476,3013,review
1715,2094,follow
1547,1502,follow
1759,46,like
2460,2416,follow
8,2717,like
769,1771,review
3529,1614,follow
3317,3171,like
2568,871,like
2053,536,like
59,3613,follow
3215,1071,follow
2723,1940,like
3577,1680,follow
299,3265,review
17,3084,follow
3133,2066,like
2708,2743,follow
2547,867,like
767,1121,review
56,2750,like
2478,974,follow
1606,2561,review
1287,2989,follow
2533,1842,like
3063,2979,review
1495,261,review
2483,1569,follow
2920,1504,follow
473,1239,follow
2298,246,review
91,2762,follow
2533,1649,follow
402,3742,review
3231,3232,review
3314,1314,like
781,2877,review
3443,2469,like
2989,1369,review
854,2819,review
1857,176,like
3127,3374,like
1879,2380,like
1862,1493,like
2473,651,follow
2239,3009,like
2301,487,review
2670,1983,follow
809,3666,follow
754,2238,like
1735,1327,follow
3314,2399,like
3605,3272,review
1810,2950,follow
413,2861,follow
2537,3024,follow
2314,1858,review
3655,1583,follow
713,1024,like
2712,3737,like
2210,1842,like
669,863,review
589,582,like
2206,1919,follow
3084,2906,like
2746,3015,follow
3020,2432,follow
248,2536,like
1848,3198,like
1717,565,like
2680,1004,follow
3446,674,follow
1097,3030,follow
2397,1222,like
3294,2050,like
1300,430,follow
2155,648,follow
2098,1389,follow
2639,549,follow
1784,2838,review
978,2727,follow
946,2196,like
2462,3653,follow
113,1716,follow
763,1765,like
2213,444,follow
2671,988,follow
2468,3553,review
1914,923,follow
1135,3114,follow
178,3288,like
2438,1515,like
1278,327,like
3184,58,review
2252,1791,like
3182,557,like
3382,734,review
3179,3363,review
2776,206,like
2825,684,review
1499,3105,follow
1426,2084,follow
628,1496,review
1846,3044,like
1602,322,review
373,412,like
3541,2249,review
3589,1023,follow
3451,1508,follow
288,2821,follow
3479,915,review
139,1816,like
303,1262,like
704,957,follow
1514,2254,like
3586,1761,review
2895,2558,review
2624,1136,follow
1334,951,review
1494,3723,like
714,3033,follow
3222,2783,follow
1023,221,follow
114,2860,follow
1564,375,review
2608,1020,follow
1450,2817,follow
1535,2740,review
3592,2493,review
2592,3084,like
2026,1692,review
543,588,review
3321,3522,review
2706,1063,like
2168,1147,review
998,1877,follow
89,3115,review
2265,871,review
418,1875,review
2500,1922,like
420,2689,like
400,260,like
535,449,review
3510,576,review
2450,1022,like
1536,472,follow
3231,1587,follow
3018,163,follow
122,1406,follow
1897,821,follow
2045,1647,review
1628,1378,review
162,570,review
1586,2227,review
3687,2168,like
1966,163,follow
2468,1001,like
3256,2865,review
489,2718,review
365,1366,like
3376,411,follow
3733,1893,like
2348,1879,review
3337,2219,like
2473,2701,like
3490,1222,like
1614,3602,review
3311,1097,review
1077,3283,review
3489,2711,like
2635,2107,like
3679,3160,like
1195,2062,follow
2595,3301,follow
628,3252,review
246,3076,like
1675,3061,review
1792,2545,follow
2150,2905,like
2198,1468,review
2857,3623,follow
748,237,like
746,698,follow
2764,3547,review
582,1301,follow
3628,1608,review
324,95,follow
287,3737,follow
2065,3306,follow
1650,677,like
855,1935,follow
1437,709,follow
501,1884,review
2593,237,follow
2214,3547,follow
662,3695,like
3271,2110,review
1548,717,follow
3323,1071,like
3101,2962,like
3232,3400,follow
1734,2957,like
243,1677,like
3146,429,follow
1507,1435,follow
1948,489,review
935,3338,review
2747,2531,like
2042,137,like
297,3389,follow
1159,1120,review
1668,557,like
3174,1474,like
2651,3088,review
3685,3407,follow
1496,2232,review
3407,3688,like
2845,169,review
1797,3132,review
2786,899,review
877,3496,follow
3136,2497,review
1204,2346,like
3198,317,follow
2441,1470,like
3565,2167,follow
3062,1819,follow
3722,2960,review
3285,2085,like
2532,2090,like
1413,2382,like
3532,2227,follow
3368,3022,like
1667,2223,review
889,256,follow
69,940,like
3603,1676,review
1203,688,follow
2316,1777,review
54,556,like
3077,247,review
3681,537,follow
2607,381,like
2769,2170,review
842,3423,review
2354,1087,like
3115,923,review
1947,1846,follow
3343,2894,review
3654,2606,review
2365,2219,follow
2182,3362,like
301,265,like
366,1411,follow
406,2144,follow
1722,1943,like
470,234,follow
1742,1455,review
1732,2166,follow
1545,3249,review
3369,3524,review
852,2002,review
278,1238,follow
2966,312,like
2535,2769,follow
3271,3231,review
2304,2731,review
961,1860,like
44,2295,follow
2825,734,review
40,788,follow
2705,2823,like
1993,3162,review
187,3293,review
676,1843,follow
3559,3722,follow
1026,1838,review
546,1616,follow
550,326,like
13,3563,like
2833,3483,follow
2219,2655,follow
2088,624,review
2829,2335,like
2167,693,review
1464,2089,follow
1506,1307,review
3520,3751,like
2428,1663,follow
1754,1473,review
3688,1715,follow
1936,26,follow
1245,2408,follow
1842,2387,review
3046,3104,like
3599,1726,review
3698,118,follow
98,738,like
1660,2138,like
3450,482,follow
1378,1881,like
1736,567,like
2477,932,like
386,2482,like
341,281,follow
782,1270,review
328,279,review
1374,570,like
71,1678,review
725,877,review
606,3744,like
613,1585,follow
2511,46,like
1933,822,like
2649,2712,follow
349,710,follow
547,835,follow
2134,925,review
1740,204,follow
738,2563,review
1203,3122,review
2046,3599,follow
2882,2259,review
2780,3175,review
2878,514,like
2237,1020,review
1228,1420,review
3646,1368,follow
2081,1855,follow
3371,243,like
2031,3678,like
3337,589,follow
1467,3258,like
1450,2323,like
399,2788,like
3678,1940,like
1543,2743,like
2322,1812,review
241,179,follow
2102,1186,follow
1314,2422,like
3566,3069,review
2781,2577,review
357,291,follow
1918,3036,follow
50,2761,follow
2949,2473,review
2557,3263,like
1770,262,follow
1024,3599,follow
3397,3448,review
3260,1692,like
2945,3569,like
1929,2608,like
1865,1333,review
464,1372,follow
1088,2128,follow
1693,1025,like
2619,1544,like
1451,2486,review
2647,63,follow
2111,206,like
1032,1295,review
1392,1223,like
3011,280,like
586,1097,review
653,3279,review
3687,3042,follow
423,222,review
219,500,follow
25,2731,follow
3427,3737,review
1697,3042,review
3190,3532,like
1304,2440,review
2397,662,like
3095,3431,like
1171,191,review
1001,3492,like
2156,1450,review
3001,3141,like
2478,1512,follow
3624,407,follow
3400,1998,like
3632,1864,review
1885,778,review
41,694,follow
1593,688,follow
642,2496,review
1376,4,like
1345,3242,like
3445,3090,review
247,1098,review
1422,1763,like
2916,1412,follow
3063,3166,like
1591,2699,follow
2907,2510,follow
913,758,follow
98,1849,follow
1256,2343,follow
2903,3046,follow
88,2668,like
578,648,follow
2202,3495,review
3095,3157,like
3512,1487,review
3033,675,follow
3600,3225,like
3602,2936,review
1785,682,like
3640,754,like
2673,2214,follow
1696,531,follow
1918,269,review
2144,1631,review
2245,3158,like
180,3436,review
955,2694,review
1750,650,follow
2708,194,review
3528,356,like
2575,2943,review
2663,1679,follow
3512,277,follow
1412,1640,review
3711,883,like
1763,2774,follow
2027,3413,like
577,3282,follow
979,2579,review
2445,2145,follow
2821,1950,like
1623,2121,follow
3059,2120,follow
2745,2574,like
2753,3529,review
3711,1855,review
1583,1426,review
1680,1194,review
3587,2764,review
1327,2622,like
913,1125,follow
397,3339,like
1737,3493,follow
2497,2143,like
524,2733,like
2601,2675,review
2931,1614,follow
3341,1777,review
674,3090,review
1673,340,like
638,2495,like
647,1045,follow
2328,3756,like
625,2741,review
345,93,like
73,1243,like
2292,1179,review
1269,3348,follow
3683,3500,like
412,2691,follow
198,413,review
3078,205,review
622,161,review
2378,889,review
1873,1505,follow
1609,3586,like
427,2337,like
3225,655,follow
1775,2006,follow
553,3395,follow
736,1721,like
3701,2337,follow
1715,3407,follow
541,73,review
3433,1257,like
885,3474,like
1072,1409,review
106,1175,like
3255,2434,review
2426,1160,like
3412,2496,follow
2807,225,like
1799,2078,like
1946,3026,like
3639,3370,follow
3320,893,like
398,3235,like
2856,224,like
1197,2600,follow
3002,2325,review
971,500,review
587,1678,review
1437,1403,follow
1408,3176,follow
376,2447,like
2407,2078,follow
2771,2021,follow
1077,2060,follow
3563,3231,follow
81,3051,follow
2853,1631,like
1067,1821,follow
3548,1926,like
2542,510,follow
1641,1963,follow
932,2145,follow
432,3203,like
1695,867,like
108,3241,like
1858,1141,review
610,576,follow
471,1783,review
3236,2911,follow
2416,961,like
430,3008,review
1095,2948,like
1366,1818,like
1662,393,follow
121,556,review
1804,1082,review
2660,3106,like
1702,2577,review
1574,78,like
2133,2354,review
3107,316,review
3741,238,review
641,2442,like
990,3138,review
2891,211,follow
885,2817,like
889,743,like
3069,1137,review
1068,1738,like
2234,3703,review
1257,1093,like
819,2530,like
2011,2499,follow
437,3509,like
1443,3173,like
1022,3090,review
3635,3341,follow
1620,3016,follow
2134,1844,review
2048,590,follow
2218,3015,like
645,3720,review
409,1431,like
1266,607,review
1876,2604,review
1448,2687,follow
515,65,like
1589,2157,review
852,3361,follow
934,400,review
510,2588,like
142,593,follow
2607,3037,follow
1924,1597,review
3712,2149,follow
2667,160,review
180,2390,like
1707,585,like
2185,1393,like
746,55,like
1451,2093,like
2468,794,follow
3285,2316,follow
1365,886,review
1652,3001,review
3275,2698,review
1782,3114,like
1005,744,follow
247,3043,follow
3368,2605,review
902,1393,review
2487,2425,review
1610,3541,follow
1986,1637,follow
2491,78,follow
2788,2697,follow
3674,99,review
395,367,follow
2625,2659,review
3032,2158,like
1516,339,like
3503,3744,follow
1889,3258,review
3356,792,review
3617,2388,review
47,633,like
3117,189,follow
1653,3232,like
1778,94,review
3398,2210,review
503,939,like
2963,3328,like
636,1899,review
1950,3668,review
8,3229,review
1095,490,follow
3611,3215,follow
1088,2025,like
2662,2402,review
3278,669,follow
2984,306,like
1282,2814,like
75,802,review
1198,2735,like
550,2975,like
3752,2083,like
3279,2875,like
2412,1088,follow
3734,595,review
3037,55,follow
970,3592,like
2306,1299,review
3585,2376,like
367,3185,review
3688,3372,like
35,218,review
1231,3013,review
2069,2175,like
2053,447,follow
954,3712,review
741,2076,like
2610,2849,follow
2872,186,like
2163,2299,like
3256,2445,follow
1474,1375,like
2609,3748,like
280,3491,follow
3420,145,review
2979,1290,follow
256,266,review
1845,3744,review
406,677,follow
2413,892,like
214,2879,follow
2964,3332,review
3340,2099,review
1747,3146,follow
1532,1670,follow
1859,2932,follow
3713,609,review
945,3236,follow
3176,2684,like
1546,826,review
428,2295,follow
2157,835,follow
2729,1446,review
747,1245,review
2499,69,like
1769,1972,follow
3420,3671,follow
739,494,like
1485,1100,like
3082,3370,like
2490,2779,like
3104,1627,like
3470,1641,like
3139,1248,review
242,474,like
18,1423,follow
1232,1198,like
3508,3440,review
431,231,follow
1025,2396,like
1649,3145,review
3049,1534,review
1197,3463,like
2620,1129,follow
3342,925,review
454,1159,review
97,1993,review
3260,337,like
3022,1790,like
417,2084,review
2832,3426,follow
390,2996,review
1317,651,like
3332,348,review
933,2318,review
834,2621,review
91,2556,review
294,1574,review
574,103,like
2999,2593,follow
2968,1009,like
1837,3554,like
2450,2945,review
1558,577,review
3018,79,like
370,3665,review
1497,2697,like
1805,313,review
233,766,follow
3458,3217,like
3312,2326,review
2541,3687,review
969,1162,like
3140,3300,review
3279,3435,follow
985,2009,follow
2595,1764,like
2569,919,follow
2354,71,follow
3321,3065,like
2116,126,like
377,594,like
1801,3508,like
1840,2640,review
1950,1488,like
854,2716,like
1573,1302,like
3196,240,like
1513,2748,review
2490,1823,like
153,364,like
2280,3236,like
3292,867,like
2689,1115,follow
780,3745,like
137,899,follow
2647,188,like
2486,313,follow
1599,412,like
1214,3267,like
2332,659,follow
2331,1136,review
61,1861,follow
3382,1085,review
3640,451,review
2137,713,follow
3533,2240,like
830,1180,review
3296,2264,review
2488,3626,review
2322,3298,like
874,226,like
1838,3622,follow
1479,1506,follow
2076,1147,like
2092,3091,like
2226,1759,like
380,2462,follow
982,1399,like
2938,5,review
1426,2669,like
1702,1807,follow
2220,3586,review
2808,1161,follow
303,625,like
2113,1040,like
261,2416,follow
1599,1705,review
2958,2802,follow
3072,2194,review
473,2359,like
703,2598,review
3755,1464,follow
2255,2412,like
2180,2627,follow
629,1208,like
2265,38,like
1377,2742,like
2367,1423,review
2573,2945,follow
3602,1281,like
903,1919,follow
2440,456,like
3758,385,like
2738,1813,like
2148,23,follow
1070,1372,review
1043,3597,follow
2424,152,review
3154,3446,like
20,3228,like
1575,1773,like
3667,540,review
1053,755,follow
1821,1851,follow
119,78,review
1796,346,like
2155,3580,follow
1719,932,review
402,3017,like
664,3247,like
3694,2691,review
643,977,like
333,2330,follow
3632,2519,like
1174,862,review
324,3257,follow
2283,435,like
1489,1120,review
1499,2291,review
364,3088,like
2249,3087,follow
1208,325,review
3422,1315,like
2601,3572,follow
321,2214,like
1296,717,follow
3443,849,like
3441,3727,review
1164,393,like
102,1330,review
